Gene Names,Gene Names (primary),Reviewed,Organism,Protein ID
BLVRB;FLR,BLVRB,reviewed,Homo sapiens (Human),P30043
PSMD8,PSMD8,unreviewed,Homo sapiens (Human),K7EJR3
ATXN3,ATXN3,unreviewed,Homo sapiens (Human),A0A0A0MS38
SLC35B1,SLC35B1,unreviewed,Homo sapiens (Human),D6RDY9
TYW1;RSAFD1,TYW1,reviewed,Homo sapiens (Human),Q9NV66
Nr3c1,Nr3c1,unreviewed,Rattus norvegicus (Rat),E9PT44
OGFOD3,OGFOD3,unreviewed,Homo sapiens (Human),J3QRG1
HSP90AB1;HSP90B;HSPC2;HSPCB,HSP90AB1,reviewed,Homo sapiens (Human),P08238
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8YE16
PIP5K1C;KIAA0589,PIP5K1C,reviewed,Homo sapiens (Human),O60331
STX5;STX5A,STX5,reviewed,Homo sapiens (Human),Q13190
STAG1,STAG1,unreviewed,Homo sapiens (Human),H7C595
PLEKHA2,PLEKHA2,unreviewed,Homo sapiens (Human),A0A087X038
RGD1559877,RGD1559877,unreviewed,Rattus norvegicus (Rat),D3ZIV1
Gca;Gca_predicted;rCG_26570,Gca,unreviewed,Rattus norvegicus (Rat),D3ZYI0
MTHFR,MTHFR,unreviewed,Homo sapiens (Human),A0A286YFD0
PLRG1,PLRG1,unreviewed,Homo sapiens (Human),D6RA26
CTR9,CTR9,unreviewed,Homo sapiens (Human),H0YCE8
EPHX1,EPHX1,unreviewed,Homo sapiens (Human),B1AQP8
PARN,PARN,unreviewed,Homo sapiens (Human),A0A494BZU6
PRPS2,PRPS2,unreviewed,Homo sapiens (Human),H7C540
Hp1bp3,Hp1bp3,unreviewed,Rattus norvegicus (Rat),A0A096MJ10
PSEN1,PSEN1,unreviewed,Homo sapiens (Human),G3V3Z0
LIG1,LIG1,unreviewed,Homo sapiens (Human),M0R1G7
ZFX,ZFX,unreviewed,Homo sapiens (Human),E9PEP7
PIK3R1,PIK3R1,unreviewed,Homo sapiens (Human),H0YBC2
CPNE7,CPNE7,reviewed,Homo sapiens (Human),Q9UBL6
CSNK1G1,CSNK1G1,unreviewed,Homo sapiens (Human),A0A0U1RQH9
NUP62,NUP62,unreviewed,Homo sapiens (Human),M0QXN5
LASP1,LASP1,unreviewed,Homo sapiens (Human),K7ESD6
PFDN4;PFD4,PFDN4,reviewed,Homo sapiens (Human),Q9NQP4
SNU13,SNU13,unreviewed,Homo sapiens (Human),A0A3B3IUA2
HSPA8,HSPA8,unreviewed,Homo sapiens (Human),E9PS65
OXA1L,OXA1L,unreviewed,Homo sapiens (Human),A0A087X0L7
Pdp1;Ppm2c;rCG_54941,Pdp1,unreviewed,Rattus norvegicus (Rat),A1L1J4
RPL36A,RPL36A,unreviewed,Homo sapiens (Human),H7BY91
KLHL22,KLHL22,reviewed,Homo sapiens (Human),Q53GT1
RPN2,RPN2,unreviewed,Homo sapiens (Human),Q5JYR3
RAP1B,RAP1B,unreviewed,Homo sapiens (Human),F5GWU8
PTCD1;KIAA0632,PTCD1,reviewed,Homo sapiens (Human),O75127
COL14A1,COL14A1,unreviewed,Homo sapiens (Human),H0YBB2
DMD,DMD,unreviewed,Homo sapiens (Human),A0A087WV90
Utp11;Utp11l,Utp11,reviewed,Rattus norvegicus (Rat),Q8R5K5
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHG3
FGF1,FGF1,unreviewed,Homo sapiens (Human),B5MCF4
Hdac1,Hdac1,reviewed,Rattus norvegicus (Rat),Q4QQW4
RNF123,RNF123,unreviewed,Homo sapiens (Human),C9J266
Mfge8,Mfge8,unreviewed,Rattus norvegicus (Rat),Q1PBJ1
MRPL37;MRPL2;RPML2;HSPC235,MRPL37,reviewed,Homo sapiens (Human),Q9BZE1
ZNF598,ZNF598,unreviewed,Homo sapiens (Human),H3BPG6
GPD1L,GPD1L,unreviewed,Homo sapiens (Human),C9K0P5
GPC1,GPC1,unreviewed,Homo sapiens (Human),H7BZL4
HSPA2,HSPA2,reviewed,Homo sapiens (Human),P54652
DHX32;DDX32,DHX32,reviewed,Homo sapiens (Human),Q7L7V1
GGA1,GGA1,unreviewed,Homo sapiens (Human),B0QYR6
Cog3,Cog3,unreviewed,Rattus norvegicus (Rat),Q5XHZ8
IDUA,IDUA,unreviewed,Homo sapiens (Human),D6R9D5
AGFG1,AGFG1,unreviewed,Homo sapiens (Human),C9J2I0
ATP1B3,ATP1B3,reviewed,Homo sapiens (Human),P54709
NT5DC2,NT5DC2,unreviewed,Homo sapiens (Human),C9J036
AKT2,AKT2,unreviewed,Homo sapiens (Human),J3KTC6
Magi1,Magi1,unreviewed,Rattus norvegicus (Rat),M0R8T1
Septin2;Sept2;Vesp11,Septin2,reviewed,Rattus norvegicus (Rat),Q91Y81
RUVBL2,RUVBL2,unreviewed,Homo sapiens (Human),M0QXI6
,,unreviewed,Homo sapiens (Human),E9PMD0
HLA-DPB1,HLA-DPB1,unreviewed,Homo sapiens (Human),A0A140T9Q1
TBCB,TBCB,unreviewed,Homo sapiens (Human),K7EL99
INTS7;C1orf73,INTS7,reviewed,Homo sapiens (Human),Q9NVH2
MRPS28,MRPS28,unreviewed,Homo sapiens (Human),H7C5V3
ACE;DCP;DCP1,ACE,reviewed,Homo sapiens (Human),P12821
VPS37B,VPS37B,unreviewed,Homo sapiens (Human),F5H4M0
ZFYVE21,ZFYVE21,unreviewed,Homo sapiens (Human),G3V2M2
Cdk4,Cdk4,reviewed,Rattus norvegicus (Rat),P35426
DENND10;FAM45A,DENND10,reviewed,Homo sapiens (Human),Q8TCE6
KDM3B;C5orf7;JHDM2B;JMJD1B;KIAA1082,KDM3B,reviewed,Homo sapiens (Human),Q7LBC6
PPP3CC,PPP3CC,unreviewed,Homo sapiens (Human),H0YB04
EFL1,EFL1,unreviewed,Homo sapiens (Human),A0A3B3ITU1
IK,IK,unreviewed,Homo sapiens (Human),D6RAY9
AARSD1,AARSD1,reviewed,Homo sapiens (Human),Q9BTE6
ARFGAP2,ARFGAP2,unreviewed,Homo sapiens (Human),E9PM63
INTS14,INTS14,unreviewed,Homo sapiens (Human),B4DJL6
INO80;INO80A;INOC1;KIAA1259,INO80,reviewed,Homo sapiens (Human),Q9ULG1
MED1;ARC205;CRSP1;CRSP200;DRIP205;DRIP230;PBP;PPARBP;PPARGBP;RB18A;TRAP220;TRIP2,MED1,reviewed,Homo sapiens (Human),Q15648
MIA2,MIA2,unreviewed,Homo sapiens (Human),G3V4M1
NDC80;HEC;HEC1;KNTC2,NDC80,reviewed,Homo sapiens (Human),O14777
MALT1;MLT,MALT1,reviewed,Homo sapiens (Human),Q9UDY8
TTC27,TTC27,unreviewed,Homo sapiens (Human),F8WCH1
CLPB,CLPB,unreviewed,Homo sapiens (Human),A0A2U3TZY2
Gtf2e2,Gtf2e2,unreviewed,Rattus norvegicus (Rat),D3ZCP9
LARP4B;KIAA0217;LARP5,LARP4B,reviewed,Homo sapiens (Human),Q92615
STON1,STON1,unreviewed,Homo sapiens (Human),H7C1E2
FAM114A2,FAM114A2,unreviewed,Homo sapiens (Human),E5RFK2
MFN2;CPRP1;KIAA0214,MFN2,reviewed,Homo sapiens (Human),O95140
Spata2L;RGD1560840_predicted;rCG_51414,Spata2L,unreviewed,Rattus norvegicus (Rat),D4A9H7
MRPL51,MRPL51,unreviewed,Homo sapiens (Human),A0A0B4J2C1
MYADM,MYADM,unreviewed,Homo sapiens (Human),C9JC07
AKT2,AKT2,unreviewed,Homo sapiens (Human),C9JHS6
GABARAPL1,GABARAPL1,unreviewed,Homo sapiens (Human),F5H007
KLKB1,KLKB1,unreviewed,Homo sapiens (Human),C9J075
NRBP1,NRBP1,unreviewed,Homo sapiens (Human),F8W6G1
DNM1L,DNM1L,unreviewed,Homo sapiens (Human),B4DPZ9
DOK3,DOK3,unreviewed,Homo sapiens (Human),D6RAM3
SPATS2L,SPATS2L,unreviewed,Homo sapiens (Human),F8VT91
NOTCH2,NOTCH2,unreviewed,Homo sapiens (Human),A0A494C1F1
MYL10,MYL10,unreviewed,Homo sapiens (Human),A0A2R8YDI2
DCAF5,DCAF5,unreviewed,Homo sapiens (Human),G3V3S1
UBXN1;SAKS1,UBXN1,reviewed,Homo sapiens (Human),Q04323
TMEM87A,TMEM87A,unreviewed,Homo sapiens (Human),H3BTS6
FTH1;hCG_1776129,FTH1,unreviewed,Homo sapiens (Human),G3V192
CDC42SE2;SPEC2,CDC42SE2,reviewed,Homo sapiens (Human),Q9NRR3
DYNC1H1,DYNC1H1,unreviewed,Homo sapiens (Human),A0A2R8Y6H2
STUB1,STUB1,unreviewed,Homo sapiens (Human),H3BTA3
PSAP;GLBA;SAP1,PSAP,reviewed,Homo sapiens (Human),P07602
NOL10,NOL10,unreviewed,Homo sapiens (Human),H7C1Z3
NF1,NF1,unreviewed,Homo sapiens (Human),J3KRT8
SLC29A1;ENT1,SLC29A1,reviewed,Homo sapiens (Human),Q99808
INTS13;ASUN;C12orf11;GCT1,INTS13,reviewed,Homo sapiens (Human),Q9NVM9
MSRA,MSRA,unreviewed,Homo sapiens (Human),E5RJK1
SPAST;SPG4,SPAST,unreviewed,Homo sapiens (Human),A0A2R8Y4I8
LRRC57,LRRC57,reviewed,Homo sapiens (Human),Q8N9N7
RNF213,RNF213,unreviewed,Homo sapiens (Human),A0A0A0MTR7
LIPA,LIPA,unreviewed,Homo sapiens (Human),Q5T073
SYNJ2BP;OMP25,SYNJ2BP,reviewed,Homo sapiens (Human),P57105
ARAP1,ARAP1,unreviewed,Homo sapiens (Human),F5GWQ2
SYNC;SYNC1,SYNC,reviewed,Homo sapiens (Human),Q9H7C4
GATD3;C21orf33;GATD3A,GATD3,reviewed,Homo sapiens (Human),P0DPI2
ZNHIT2;C11orf5,ZNHIT2,reviewed,Homo sapiens (Human),Q9UHR6
USP15,USP15,unreviewed,Homo sapiens (Human),F8VZG8
DNASE1L1,DNASE1L1,unreviewed,Homo sapiens (Human),E7EUJ0
SCAMP2,SCAMP2,reviewed,Homo sapiens (Human),O15127
Rbm3,Rbm3,reviewed,Rattus norvegicus (Rat),Q925G0
EEF1E1,EEF1E1,unreviewed,Homo sapiens (Human),H0YAL7
ZNRD2,ZNRD2,unreviewed,Homo sapiens (Human),H0YEB6
Pdha1;Pdha1l1,Pdha1,unreviewed,Rattus norvegicus (Rat),A0A0G2JW90
CDKN2AIP;CARF,CDKN2AIP,reviewed,Homo sapiens (Human),Q9NXV6
FMNL1;C17orf1;C17orf1B;FMNL;FRL1,FMNL1,reviewed,Homo sapiens (Human),O95466
MFGE8,MFGE8,unreviewed,Homo sapiens (Human),A0A087WUV5
OSBPL3,OSBPL3,unreviewed,Homo sapiens (Human),C9JEF2
GPRC5A,GPRC5A,unreviewed,Homo sapiens (Human),F5GWG3
AABR07028748.1,AABR07028748.1,unreviewed,Rattus norvegicus (Rat),F1M269
ETFA,ETFA,unreviewed,Homo sapiens (Human),H0YL83
TRIM28,TRIM28,unreviewed,Homo sapiens (Human),M0R0K9
Csnk1g1,Csnk1g1,reviewed,Rattus norvegicus (Rat),Q62761
MTRR,MTRR,unreviewed,Homo sapiens (Human),H0Y8S9
SEPTIN9;KIAA0991;MSF;SEPT9,SEPTIN9,reviewed,Homo sapiens (Human),Q9UHD8
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A087WWW4
TJAP1,TJAP1,unreviewed,Homo sapiens (Human),E2QRK7
SRPRB;PSEC0230,SRPRB,reviewed,Homo sapiens (Human),Q9Y5M8
TMA16;C4orf43,TMA16,reviewed,Homo sapiens (Human),Q96EY4
,,unreviewed,Homo sapiens (Human),M0QZ24
LZTS1;FEZ1,LZTS1,reviewed,Homo sapiens (Human),Q9Y250
ATP6V0A1,ATP6V0A1,unreviewed,Homo sapiens (Human),K7EM24
Fzd1,Fzd1,reviewed,Rattus norvegicus (Rat),Q08463
RMND1,RMND1,unreviewed,Homo sapiens (Human),A0A2R8Y4P5
LYRM1,LYRM1,reviewed,Homo sapiens (Human),O43325
RBM5,RBM5,unreviewed,Homo sapiens (Human),C9J9P7
NDUFV1,NDUFV1,unreviewed,Homo sapiens (Human),B4DE93
ATXN3,ATXN3,unreviewed,Homo sapiens (Human),E9PJN5
DNAJC21,DNAJC21,unreviewed,Homo sapiens (Human),A0A2R8Y4Q0
MX1,MX1,unreviewed,Homo sapiens (Human),H9KVC9
HERC2,HERC2,unreviewed,Homo sapiens (Human),A0A0J9YVP0
AOX1;AO,AOX1,reviewed,Homo sapiens (Human),Q06278
PAIP1,PAIP1,unreviewed,Homo sapiens (Human),D6RD97
FAM210A,FAM210A,unreviewed,Homo sapiens (Human),K7EPG9
PAK1,PAK1,unreviewed,Homo sapiens (Human),E9PMP2
RNF34,RNF34,unreviewed,Homo sapiens (Human),G3V4D1
CPSF3;hCG_1784298,CPSF3,unreviewed,Homo sapiens (Human),G5E9W3
Tagln,Tagln,unreviewed,Rattus norvegicus (Rat),A0A0G2JWK7
CASP5;ICH3,CASP5,reviewed,Homo sapiens (Human),P51878
ACTBL2,ACTBL2,reviewed,Homo sapiens (Human),Q562R1
Smu1;rCG_54787,Smu1,unreviewed,Rattus norvegicus (Rat),G3V702
Zfp322a;rCG_45242,Zfp322a,unreviewed,Rattus norvegicus (Rat),D3ZJ04
AKTIP;FTS,AKTIP,reviewed,Homo sapiens (Human),Q9H8T0
LIMS1,LIMS1,unreviewed,Homo sapiens (Human),C9JF46
SMG7,SMG7,unreviewed,Homo sapiens (Human),B1ALB4
RASGRP2,RASGRP2,unreviewed,Homo sapiens (Human),C9JKH6
PITRM1,PITRM1,unreviewed,Homo sapiens (Human),H0Y4F7
ARMCX2;GHc-602D8.1-006,ARMCX2,unreviewed,Homo sapiens (Human),Q5H9D7
Cetn2;rCG_19943,Cetn2,unreviewed,Rattus norvegicus (Rat),G3V9W0
VPS9D1;ATPBL;C16orf7,VPS9D1,reviewed,Homo sapiens (Human),Q9Y2B5
TMPO,TMPO,unreviewed,Homo sapiens (Human),H0YJH7
DHCR7,DHCR7,unreviewed,Homo sapiens (Human),E9PJ54
ITGB5,ITGB5,reviewed,Homo sapiens (Human),P18084
Ssna1;Ssna1_predicted;rCG_45726,Ssna1,unreviewed,Rattus norvegicus (Rat),B2RZ20
ADD1,ADD1,unreviewed,Homo sapiens (Human),D6RAH3
UBE2H,UBE2H,unreviewed,Homo sapiens (Human),C9J8Q9
RBPMS;HERMES,RBPMS,reviewed,Homo sapiens (Human),Q93062
MOGS,MOGS,unreviewed,Homo sapiens (Human),A0A3B3IRI1
RPL4;hCG_2004318,RPL4,unreviewed,Homo sapiens (Human),H3BM89
CALM2,CALM2,unreviewed,Homo sapiens (Human),A0A590UJI2
TM9SF1,TM9SF1,reviewed,Homo sapiens (Human),O15321
MIA2,MIA2,unreviewed,Homo sapiens (Human),G3V5K6
Myo1d;Myr4,Myo1d,reviewed,Rattus norvegicus (Rat),Q63357
ITPR1;INSP3R1,ITPR1,reviewed,Homo sapiens (Human),Q14643
Plin1;Plin;rCG_24621,Plin1,unreviewed,Rattus norvegicus (Rat),F1LSF5
GC,GC,unreviewed,Homo sapiens (Human),D6RF20
Xpo7,Xpo7,unreviewed,Rattus norvegicus (Rat),A0A0G2JWA3
IFT27;RABL4;RAYL,IFT27,reviewed,Homo sapiens (Human),Q9BW83
ABCD1;ALD,ABCD1,reviewed,Homo sapiens (Human),P33897
CUL5;VACM1,CUL5,reviewed,Homo sapiens (Human),Q93034
Lyn,Lyn,reviewed,Rattus norvegicus (Rat),Q07014
IGHV6-1,IGHV6-1,reviewed,Homo sapiens (Human),A0A0B4J1U7
Yipf3,Yipf3,reviewed,Rattus norvegicus (Rat),Q6TUD4
GNL3L,GNL3L,reviewed,Homo sapiens (Human),Q9NVN8
GPR108;LUSTR2,GPR108,reviewed,Homo sapiens (Human),Q9NPR9
P4HA2,P4HA2,unreviewed,Homo sapiens (Human),C9JX45
DGAT1;AGRP1;DGAT,DGAT1,reviewed,Homo sapiens (Human),O75907
ACAD10,ACAD10,unreviewed,Homo sapiens (Human),F8VXK4
SMPD2,SMPD2,reviewed,Homo sapiens (Human),O60906
PDLIM7;ENIGMA,PDLIM7,reviewed,Homo sapiens (Human),Q9NR12
SULF1,SULF1,unreviewed,Homo sapiens (Human),H0YDR1
ITGA3,ITGA3,unreviewed,Homo sapiens (Human),H0YA32
DCUN1D5,DCUN1D5,unreviewed,Homo sapiens (Human),E9PLH8
ATP6V1A;ATP6A1;ATP6V1A1;VPP2,ATP6V1A,reviewed,Homo sapiens (Human),P38606
NAA15,NAA15,unreviewed,Homo sapiens (Human),A0A0B4J1W3
TTC7B,TTC7B,unreviewed,Homo sapiens (Human),H0YJS2
RFC4,RFC4,unreviewed,Homo sapiens (Human),C9JGY5
ANGPTL2;ARP2;UNQ170/PRO196,ANGPTL2,reviewed,Homo sapiens (Human),Q9UKU9
TJP2,TJP2,unreviewed,Homo sapiens (Human),A0A3B3ITE1
RPS21,RPS21,reviewed,Homo sapiens (Human),P63220
MPRIP,MPRIP,unreviewed,Homo sapiens (Human),J3KSK7
LMNB1;LMN2;LMNB,LMNB1,reviewed,Homo sapiens (Human),P20700
TRMT2A,TRMT2A,unreviewed,Homo sapiens (Human),C9K041
RBM19;KIAA0682,RBM19,reviewed,Homo sapiens (Human),Q9Y4C8
GSN,GSN,unreviewed,Homo sapiens (Human),A0A0A0MS51
Bcl2l1;Bclx;Blc2l,Bcl2l1,reviewed,Rattus norvegicus (Rat),P53563
GRN,GRN,unreviewed,Homo sapiens (Human),K7EMR1
COMMD4,COMMD4,unreviewed,Homo sapiens (Human),H3BRX0
DUS2;DUS2L,DUS2,reviewed,Homo sapiens (Human),Q9NX74
Mien1;RGD1306682_predicted;rCG_34936,Mien1,unreviewed,Rattus norvegicus (Rat),D3ZSU7
MITD1,MITD1,unreviewed,Homo sapiens (Human),H7C3Q6
COMMD10,COMMD10,unreviewed,Homo sapiens (Human),D6RC04
TRMT1L;C1orf25;TRM1L;MSTP070,TRMT1L,reviewed,Homo sapiens (Human),Q7Z2T5
CETN3,CETN3,unreviewed,Homo sapiens (Human),H0YBL5
TENT4B,TENT4B,unreviewed,Homo sapiens (Human),E9PC61
U2SURP,U2SURP,unreviewed,Homo sapiens (Human),H0Y8D9
TSC1,TSC1,unreviewed,Homo sapiens (Human),A0A2R8Y6N1
NDUFA12;DAP13,NDUFA12,reviewed,Homo sapiens (Human),Q9UI09
TUBGCP5,TUBGCP5,unreviewed,Homo sapiens (Human),A0A0G2JS51
BTF3L4,BTF3L4,reviewed,Homo sapiens (Human),Q96K17
TJP2,TJP2,unreviewed,Homo sapiens (Human),A0A3B3IU26
GYG1,GYG1,unreviewed,Homo sapiens (Human),C9JQ42
COMT,COMT,unreviewed,Homo sapiens (Human),F8WBW9
PAAF1;WDR71,PAAF1,reviewed,Homo sapiens (Human),Q9BRP4
STEAP1B,STEAP1B,reviewed,Homo sapiens (Human),Q6NZ63
DDX39A,DDX39A,unreviewed,Homo sapiens (Human),K7ENP6
BTN3A3,BTN3A3,unreviewed,Homo sapiens (Human),C9JQT8
Sfxn1;rCG_24191,Sfxn1,unreviewed,Rattus norvegicus (Rat),Q6AYS2
ABCF1,ABCF1,unreviewed,Homo sapiens (Human),F5GYK6
TSPAN4,TSPAN4,unreviewed,Homo sapiens (Human),A8MVV6
HMCN2,HMCN2,unreviewed,Homo sapiens (Human),A0A096LPG1
WDR7,WDR7,unreviewed,Homo sapiens (Human),K7EPQ4
ARHGDIA,ARHGDIA,unreviewed,Homo sapiens (Human),J3KS60
FLNA,FLNA,unreviewed,Homo sapiens (Human),H7C2E7
BCAS2;DAM1,BCAS2,reviewed,Homo sapiens (Human),O75934
Lmna,Lmna,unreviewed,Rattus norvegicus (Rat),Q6P6U3
NAPRT;NAPRT1;hCG_32062,NAPRT,unreviewed,Homo sapiens (Human),G5E977
Gfra1;Gdnfra;Retl1;Trnr1,Gfra1,reviewed,Rattus norvegicus (Rat),Q62997
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JQ82
THUMPD3,THUMPD3,unreviewed,Homo sapiens (Human),C9J9V2
PRKD1;PKD;PKD1;PRKCM,PRKD1,reviewed,Homo sapiens (Human),Q15139
TPM3,TPM3,unreviewed,Homo sapiens (Human),D6R904
PTPN6;HCP;PTP1C,PTPN6,reviewed,Homo sapiens (Human),P29350
SACM1L,SACM1L,unreviewed,Homo sapiens (Human),A0A5F9ZHN7
AKT2,AKT2,unreviewed,Homo sapiens (Human),C9JC83
PTK2B,PTK2B,unreviewed,Homo sapiens (Human),E5RJ77
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YKV8
DOCK7,DOCK7,unreviewed,Homo sapiens (Human),A0A1B0GVW2
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PR62
STING1,STING1,unreviewed,Homo sapiens (Human),A0A494C0W5
CSNK2A2,CSNK2A2,unreviewed,Homo sapiens (Human),H3BSA1
Vtn,Vtn,unreviewed,Rattus norvegicus (Rat),Q7TQ11
PEF1;ABP32;UNQ1845/PRO3573,PEF1,reviewed,Homo sapiens (Human),Q9UBV8
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V3S7
FAF1;UBXD12;UBXN3A;CGI-03,FAF1,reviewed,Homo sapiens (Human),Q9UNN5
RAB5C,RAB5C,unreviewed,Homo sapiens (Human),K7ENY4
HINT1,HINT1,unreviewed,Homo sapiens (Human),D6RD60
MED6,MED6,unreviewed,Homo sapiens (Human),G3V4A5
CRYBG3,CRYBG3,reviewed,Homo sapiens (Human),Q68DQ2
KIFBP,KIFBP,unreviewed,Homo sapiens (Human),A0A1B0GUA3
Dync1h1,Dync1h1,unreviewed,Rattus norvegicus (Rat),F1LRT9
EPS8L2,EPS8L2,unreviewed,Homo sapiens (Human),E9PLH1
Atox1;Rah1,Atox1,reviewed,Rattus norvegicus (Rat),Q9WUC4
ARHGAP17;RICH1;MSTP066;MSTP110,ARHGAP17,reviewed,Homo sapiens (Human),Q68EM7
ZDHHC20,ZDHHC20,unreviewed,Homo sapiens (Human),B4DRN8
EML4;C2orf2;EMAPL4,EML4,reviewed,Homo sapiens (Human),Q9HC35
TACC1,TACC1,unreviewed,Homo sapiens (Human),E5RJU4
ERBB2;HER2;MLN19;NEU;NGL,ERBB2,reviewed,Homo sapiens (Human),P04626
SNX29,SNX29,unreviewed,Homo sapiens (Human),A0A0C4DGM3
PFKP,PFKP,unreviewed,Homo sapiens (Human),V9GY25
Anxa2;Anx2,Anxa2,reviewed,Rattus norvegicus (Rat),Q07936
GYG1;hCG_21210,GYG1,unreviewed,Homo sapiens (Human),G5E9W8
AP2A2,AP2A2,unreviewed,Homo sapiens (Human),A0A0G2JRS3
TECR,TECR,unreviewed,Homo sapiens (Human),M0R3C3
SEC61A2,SEC61A2,unreviewed,Homo sapiens (Human),H7C1Q9
AURKA,AURKA,unreviewed,Homo sapiens (Human),A3KFJ1
AIDA;C1orf80,AIDA,reviewed,Homo sapiens (Human),Q96BJ3
DDX3Y;DBY,DDX3Y,reviewed,Homo sapiens (Human),O15523
SMARCAL1,SMARCAL1,unreviewed,Homo sapiens (Human),H7C1I3
ENO1,ENO1,unreviewed,Homo sapiens (Human),A0A2R8Y6G6
CEP85L;C6orf204,CEP85L,reviewed,Homo sapiens (Human),Q5SZL2
NDUFB7,NDUFB7,reviewed,Homo sapiens (Human),P17568
DTYMK,DTYMK,unreviewed,Homo sapiens (Human),H7C3A4
BBS2,BBS2,reviewed,Homo sapiens (Human),Q9BXC9
ADAM9,ADAM9,unreviewed,Homo sapiens (Human),C9JPM3
BAG6,BAG6,unreviewed,Homo sapiens (Human),A0A0G2JJR8
PSPH,PSPH,unreviewed,Homo sapiens (Human),A0A1D5RMN5
STXBP1,STXBP1,unreviewed,Homo sapiens (Human),A0A0D9SEH5
OAS3,OAS3,unreviewed,Homo sapiens (Human),F8VS35
PEX5;PXR1,PEX5,reviewed,Homo sapiens (Human),P50542
Atp5f1e;Atp5e,Atp5f1e,reviewed,Rattus norvegicus (Rat),P29418
SEC14L1,SEC14L1,unreviewed,Homo sapiens (Human),K7EPE4
PDCD5,PDCD5,unreviewed,Homo sapiens (Human),X6R2P6
ARL6IP4,ARL6IP4,unreviewed,Homo sapiens (Human),A0A0A0MTG7
MRPS35,MRPS35,unreviewed,Homo sapiens (Human),H0YG82
Rhof;rCG_21806,Rhof,unreviewed,Rattus norvegicus (Rat),D3ZRB3
FARP1,FARP1,unreviewed,Homo sapiens (Human),M0R262
Styxl2;Dusp27,Styxl2,unreviewed,Rattus norvegicus (Rat),D3ZRM0
NAP1L1,NAP1L1,unreviewed,Homo sapiens (Human),B7Z9C2
Dus3l,Dus3l,reviewed,Rattus norvegicus (Rat),Q3KRC5
GALM,GALM,unreviewed,Homo sapiens (Human),H7C320
EIF5A2,EIF5A2,unreviewed,Homo sapiens (Human),C9J4W5
METTL5,METTL5,unreviewed,Homo sapiens (Human),B8ZZY8
STS;ARSC1,STS,reviewed,Homo sapiens (Human),P08842
DCTN2,DCTN2,unreviewed,Homo sapiens (Human),F8VRV7
SRSF7,SRSF7,unreviewed,Homo sapiens (Human),H7BZZ6
PTAR1,PTAR1,unreviewed,Homo sapiens (Human),J3KQP8
LRCH3,LRCH3,reviewed,Homo sapiens (Human),Q96II8
ILF2,ILF2,unreviewed,Homo sapiens (Human),X6R6Z1
DPM1,DPM1,unreviewed,Homo sapiens (Human),Q5QPJ9
DDX3X,DDX3X,unreviewed,Homo sapiens (Human),A0A2R8YF89
RAB2B,RAB2B,unreviewed,Homo sapiens (Human),A0A3B3ITL1
TUBB6,TUBB6,unreviewed,Homo sapiens (Human),K7ERA8
ZNF736,ZNF736,reviewed,Homo sapiens (Human),B4DX44
PYCR1;hCG_38803,PYCR1,unreviewed,Homo sapiens (Human),E2QRB3
PTPRB,PTPRB,unreviewed,Homo sapiens (Human),F8VU56
CAT,CAT,reviewed,Homo sapiens (Human),P04040
RAB3GAP2,RAB3GAP2,unreviewed,Homo sapiens (Human),F8WDJ2
RABGGTA,RABGGTA,unreviewed,Homo sapiens (Human),H0YKP6
GPX4,GPX4,unreviewed,Homo sapiens (Human),K7EJ20
SLC38A9,SLC38A9,unreviewed,Homo sapiens (Human),D6R9Q7
PARP10,PARP10,unreviewed,Homo sapiens (Human),F8W8G7
UGGT1;GT;UGCGL1;UGGT;UGT1;UGTR,UGGT1,reviewed,Homo sapiens (Human),Q9NYU2
ALDOB,ALDOB,unreviewed,Homo sapiens (Human),A0A3B3IS80
OSBPL5,OSBPL5,unreviewed,Homo sapiens (Human),H0YCD7
PCYOX1;KIAA0908;PCL1;UNQ597/PRO1183,PCYOX1,reviewed,Homo sapiens (Human),Q9UHG3
UBE2B;RAD6B,UBE2B,reviewed,Homo sapiens (Human),P63146
UTP4,UTP4,unreviewed,Homo sapiens (Human),J3KSI1
DERA;CGI-26,DERA,reviewed,Homo sapiens (Human),Q9Y315
PPP1R7,PPP1R7,unreviewed,Homo sapiens (Human),H7C118
Lrrc7,Lrrc7,unreviewed,Rattus norvegicus (Rat),F1M4K6
UROS,UROS,unreviewed,Homo sapiens (Human),Q5T3L7
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GUB3
ALDH6A1,ALDH6A1,unreviewed,Homo sapiens (Human),G3V4Z4
EXOC3L4,EXOC3L4,unreviewed,Homo sapiens (Human),H0YNV0
Ppp1cb,Ppp1cb,reviewed,Rattus norvegicus (Rat),P62142
ANKRD46,ANKRD46,unreviewed,Homo sapiens (Human),E5RFM7
Drap1,Drap1,reviewed,Rattus norvegicus (Rat),A0JPP1
SLC38A10;PP1744,SLC38A10,reviewed,Homo sapiens (Human),Q9HBR0
