Gene Name,Reduced Gene Name,Organism,Mode
SSR3,SSR3,human,ensembl
NCALD,NCALD,human,ensembl
CD248,CD248,human,ensembl
SRP19,SRP19,human,ensembl
OGDH,OGDH,human,ensembl
CPM,CPM,human,ensembl
FIS1,FIS1,human,ensembl
TSPO,TSPO,human,ensembl
UFM1,UFM1,human,ensembl
GJA1,GJA1,human,ensembl
TSN,TSN,human,ensembl
TGFBR2,TGFBR2,human,ensembl
SDHD,SDHD,human,ensembl
QPRT,QPRT,human,ensembl
PCDHGA6,PCDHGA6,human,ensembl
SAR1B,SAR1B,human,ensembl
ENG,ENG,human,ensembl
ILKAP,ILKAP,human,ensembl
ATP5PD,ATP5PD,human,ensembl
LNPK,LNPK,human,ensembl
SNCA,SNCA,human,ensembl
NUCB2,NUCB2,human,ensembl
SORBS1,SORBS1,human,ensembl
LOC102724023,LOC102724023,human,ensembl
SUB1,SUB1,human,ensembl
AP1S1,AP1S1,human,ensembl
LTBP1,LTBP1,human,ensembl
SORBS2,SORBS2,human,ensembl
RB1,RB1,human,ensembl
GNS,GNS,human,ensembl
SF3B4,SF3B4,human,ensembl
BCAT1,BCAT1,human,ensembl
LZIC,LZIC,human,ensembl
ZNF207,ZNF207,human,ensembl
NPC2,NPC2,human,ensembl
STEEP1,STEEP1,human,ensembl
SLC4A7,SLC4A7,human,ensembl
PSME2,PSME2,human,ensembl
TXN2,TXN2,human,ensembl
TFRC,TFRC,human,ensembl
CENPE,CENPE,human,ensembl
YBX2,YBX2,human,ensembl
CACYBP,CACYBP,human,ensembl
MPST,MPST,human,ensembl
ICAM1,ICAM1,human,ensembl
GCDH,GCDH,human,ensembl
IGFBP3,IGFBP3,human,ensembl
POLR2L,POLR2L,human,ensembl
ATP13A3,ATP13A3,human,ensembl
RPS14,RPS14,human,ensembl
PFDN2,PFDN2,human,ensembl
TSC22D1,TSC22D1,human,ensembl
FKBP10,FKBP10,human,ensembl
HNRNPA1,HNRNPA1,human,ensembl
VCAN,VCAN,human,ensembl
PCBD1,PCBD1,human,ensembl
EEF1E1-BLOC1S5,EEF1E1-BLOC1S5,human,ensembl
PPA2,PPA2,human,ensembl
FTSJ1,FTSJ1,human,ensembl
SUCLG2,SUCLG2,human,ensembl
TMCO1,TMCO1,human,ensembl
TPP1,TPP1,human,ensembl
SLK,SLK,human,ensembl
CD44,CD44,human,ensembl
ITCH,ITCH,human,ensembl
LARP6,LARP6,human,ensembl
CERCAM,CERCAM,human,ensembl
SLC44A1,SLC44A1,human,ensembl
MYOF,MYOF,human,ensembl
SERF2,SERF2,human,ensembl
H3C13,H3C13,human,ensembl
NDUFV2,NDUFV2,human,ensembl
ATP5MC1,ATP5MC1,human,ensembl
CYC1,CYC1,human,ensembl
PHGDH,PHGDH,human,ensembl
NMI,NMI,human,ensembl
TXLNA,TXLNA,human,ensembl
H3-4,H3-4,human,ensembl
PGLS,PGLS,human,ensembl
RPS4X,RPS4X,human,ensembl
ARFIP1,ARFIP1,human,ensembl
IDI1,IDI1,human,ensembl
NAV3,NAV3,human,ensembl
SLC38A5,SLC38A5,human,ensembl
JPT2,JPT2,human,ensembl
S100A13,S100A13,human,ensembl
LAMP2,LAMP2,human,ensembl
FAR1,FAR1,human,ensembl
RCN1,RCN1,human,ensembl
STOM,STOM,human,ensembl
CD47,CD47,human,ensembl
C1orf198,C1orf198,human,ensembl
EHBP1,EHBP1,human,ensembl
YME1L1,YME1L1,human,ensembl
MECP2,MECP2,human,ensembl
LIN7A,LIN7A,human,ensembl
GALNT2,GALNT2,human,ensembl
HDAC2,HDAC2,human,ensembl
BAG3,BAG3,human,ensembl
MTFR1L,MTFR1L,human,ensembl
SH3RF1,SH3RF1,human,ensembl
CREBBP,CREBBP,human,ensembl
FXR1,FXR1,human,ensembl
TBCA,TBCA,human,ensembl
ANXA2,ANXA2,human,ensembl
RPL24,RPL24,human,ensembl
TCF25,TCF25,human,ensembl
GREM1,GREM1,human,ensembl
PRDX6,PRDX6,human,ensembl
ARPC5L,ARPC5L,human,ensembl
RAP1GDS1,RAP1GDS1,human,ensembl
ATP5ME,ATP5ME,human,ensembl
FAM107B,FAM107B,human,ensembl
APP,APP,human,ensembl
XPR1,XPR1,human,ensembl
UTP4,UTP4,human,ensembl
ACVR1,ACVR1,human,ensembl
DAAM2,DAAM2,human,ensembl
CCS,CCS,human,ensembl
HDGFL3,HDGFL3,human,ensembl
ARMC10,ARMC10,human,ensembl
METTL7A,METTL7A,human,ensembl
LNPEP,LNPEP,human,ensembl
SELENBP1,SELENBP1,human,ensembl
PCMT1,PCMT1,human,ensembl
AMPD3,AMPD3,human,ensembl
SPARC,SPARC,human,ensembl
IL6ST,IL6ST,human,ensembl
BPTF,BPTF,human,ensembl
SIGMAR1,SIGMAR1,human,ensembl
SLC1A4,SLC1A4,human,ensembl
CDK9,CDK9,human,ensembl
AEBP1,AEBP1,human,ensembl
SNX9,SNX9,human,ensembl
ZFP36L2,ZFP36L2,human,ensembl
PQBP1,PQBP1,human,ensembl
AKAP12,AKAP12,human,ensembl
HLA-E,HLA-E,human,ensembl
HIP1R,HIP1R,human,ensembl
TIMP1,TIMP1,human,ensembl
CD99,CD99,human,ensembl
ANXA2P2,ANXA2P2,human,ensembl
COX7A1,COX7A1,human,ensembl
BLOC1S1,BLOC1S1,human,ensembl
RDX,RDX,human,ensembl
PLXNA1,PLXNA1,human,ensembl
DNAJC9,DNAJC9,human,ensembl
TSC22D4,TSC22D4,human,ensembl
DDX24,DDX24,human,ensembl
DPP7,DPP7,human,ensembl
GALE,GALE,human,ensembl
GLO1,GLO1,human,ensembl
RPS7,RPS7,human,ensembl
YARS1,YARS1,human,ensembl
HNRNPAB,HNRNPAB,human,ensembl
ENSA,ENSA,human,ensembl
ATAD1,ATAD1,human,ensembl
NAA50,NAA50,human,ensembl
EIF4B,EIF4B,human,ensembl
HSPA1A,HSPA1A,human,ensembl
TMSB4X,TMSB4X,human,ensembl
ARHGAP18,ARHGAP18,human,ensembl
SMC4,SMC4,human,ensembl
RAB6A,RAB6A,human,ensembl
C1QBP,C1QBP,human,ensembl
B4GALT1,B4GALT1,human,ensembl
FAM210B,FAM210B,human,ensembl
RPS16,RPS16,human,ensembl
HSPA1B,HSPA1B,human,ensembl
ITM2B,ITM2B,human,ensembl
PEF1,PEF1,human,ensembl
TAX1BP1,TAX1BP1,human,ensembl
FBN1,FBN1,human,ensembl
BYSL,BYSL,human,ensembl
RPL37AP8,RPL37AP8,human,ensembl
NMT2,NMT2,human,ensembl
TYMP,TYMP,human,ensembl
PSME4,PSME4,human,ensembl
PPP2R1B,PPP2R1B,human,ensembl
SMAD3,SMAD3,human,ensembl
LOX,LOX,human,ensembl
LTBP2,LTBP2,human,ensembl
TMEM14C,TMEM14C,human,ensembl
UBE2V2,UBE2V2,human,ensembl
EMILIN1,EMILIN1,human,ensembl
APOE,APOE,human,ensembl
PRPS1,PRPS1,human,ensembl
RPS3A,RPS3A,human,ensembl
RAB3B,RAB3B,human,ensembl
HSPH1,HSPH1,human,ensembl
RPL34,RPL34,human,ensembl
HMGCL,HMGCL,human,ensembl
NDUFA5,NDUFA5,human,ensembl
MAGOHB,MAGOHB,human,ensembl
CLN6,CLN6,human,ensembl
MICAL2,MICAL2,human,ensembl
ARHGAP35,ARHGAP35,human,ensembl
EIF1AX,EIF1AX,human,ensembl
TNFAIP2,TNFAIP2,human,ensembl
COX6B1,COX6B1,human,ensembl
FKBP9,FKBP9,human,ensembl
RPL29,RPL29,human,ensembl
ARHGEF2,ARHGEF2,human,ensembl
HDAC7,HDAC7,human,ensembl
NPEPL1,NPEPL1,human,ensembl
TPMT,TPMT,human,ensembl
HNRNPDL,HNRNPDL,human,ensembl
HSPA13,HSPA13,human,ensembl
TIMP3,TIMP3,human,ensembl
SQOR,SQOR,human,ensembl
COL6A1,COL6A1,human,ensembl
MAP1LC3B,MAP1LC3B,human,ensembl
PDP1,PDP1,human,ensembl
SLC3A2,SLC3A2,human,ensembl
GATD3,GATD3,human,ensembl
HSPG2,HSPG2,human,ensembl
ADH1B,ADH1B,human,ensembl
SRPX,SRPX,human,ensembl
JAGN1,JAGN1,human,ensembl
FYTTD1,FYTTD1,human,ensembl
SPP2,SPP2,human,ensembl
RAB18,RAB18,human,ensembl
NEDD8,NEDD8,human,ensembl
ATP5MC3,ATP5MC3,human,ensembl
HINT2,HINT2,human,ensembl
POLE3,POLE3,human,ensembl
WDR11,WDR11,human,ensembl
C17orf49,C17orf49,human,ensembl
ABCF2,ABCF2,human,ensembl
HBA1,HBA1,human,ensembl
BOLA2B,BOLA2B,human,ensembl
DDTL,DDTL,human,ensembl
FKBP4,FKBP4,human,ensembl
TBCE,TBCE,human,ensembl
AARSD1,AARSD1,human,ensembl
HBA2,HBA2,human,ensembl
H3C15,H3C15,human,ensembl
MYCBP2,MYCBP2,human,ensembl
QTRT1,QTRT1,human,ensembl
H3C8,H3C8,human,ensembl
CS,CS,human,ensembl
HERC5,HERC5,human,ensembl
IFIT1,IFIT1,human,ensembl
TRAPPC11,TRAPPC11,human,ensembl
OAS2,OAS2,human,ensembl
LAMA1,LAMA1,human,ensembl
NCAM1,NCAM1,human,ensembl
DDX58,DDX58,human,ensembl
RNF20,RNF20,human,ensembl
DPP4,DPP4,human,ensembl
UACA,UACA,human,ensembl
NUDT1,NUDT1,human,ensembl
OSMR,OSMR,human,ensembl
BMPR2,BMPR2,human,ensembl
CDCA3,CDCA3,human,ensembl
SPOCK1,SPOCK1,human,ensembl
PDCD4,PDCD4,human,ensembl
CANT1,CANT1,human,ensembl
TRAF2,TRAF2,human,ensembl
CD81,CD81,human,ensembl
H3C12,H3C12,human,ensembl
BCAP29,BCAP29,human,ensembl
PCK2,PCK2,human,ensembl
RNF149,RNF149,human,ensembl
DSG2,DSG2,human,ensembl
GEMIN4,GEMIN4,human,ensembl
RAB27A,RAB27A,human,ensembl
MCAM,MCAM,human,ensembl
EIF2AK2,EIF2AK2,human,ensembl
ACADVL,ACADVL,human,ensembl
OGFR,OGFR,human,ensembl
IFRD2,IFRD2,human,ensembl
LUC7L,LUC7L,human,ensembl
SCPEP1,SCPEP1,human,ensembl
IFIT3,IFIT3,human,ensembl
H3C10,H3C10,human,ensembl
DOCK1,DOCK1,human,ensembl
STAT2,STAT2,human,ensembl
TEP1,TEP1,human,ensembl
COL18A1,COL18A1,human,ensembl
RPS6KA2,RPS6KA2,human,ensembl
RIN1,RIN1,human,ensembl
RPS21,RPS21,human,ensembl
SURF4,SURF4,human,ensembl
POTEE,POTEE,human,ensembl
RBM4,RBM4,human,ensembl
F11R,F11R,human,ensembl
H3C3,H3C3,human,ensembl
KIAA2013,KIAA2013,human,ensembl
DNAJC2,DNAJC2,human,ensembl
NCSTN,NCSTN,human,ensembl
TM9SF3,TM9SF3,human,ensembl
NUP155,NUP155,human,ensembl
PIP4P1,PIP4P1,human,ensembl
CADM1,CADM1,human,ensembl
MAN2A1,MAN2A1,human,ensembl
BBS9,BBS9,human,ensembl
GOSR1,GOSR1,human,ensembl
SAMD9,SAMD9,human,ensembl
SHMT2,SHMT2,human,ensembl
MGAT5,MGAT5,human,ensembl
RHBDF2,RHBDF2,human,ensembl
CORO7,CORO7,human,ensembl
DDB2,DDB2,human,ensembl
COG3,COG3,human,ensembl
PUM1,PUM1,human,ensembl
ZNF326,ZNF326,human,ensembl
APLP2,APLP2,human,ensembl
LAMC1,LAMC1,human,ensembl
EGFR,EGFR,human,ensembl
TM9SF2,TM9SF2,human,ensembl
KPNA6,KPNA6,human,ensembl
DSP,DSP,human,ensembl
RAB6B,RAB6B,human,ensembl
H1-10,H1-10,human,ensembl
H1-2,H1-2,human,ensembl
DHX38,DHX38,human,ensembl
MGAT1,MGAT1,human,ensembl
DCD,DCD,human,ensembl
PABPC4,PABPC4,human,ensembl
FDXR,FDXR,human,ensembl
CORO7-PAM16,CORO7-PAM16,human,ensembl
TMEM200A,TMEM200A,human,ensembl
TGFBR1,TGFBR1,human,ensembl
STX8,STX8,human,ensembl
IFIT5,IFIT5,human,ensembl
H3C4,H3C4,human,ensembl
PIP5K1C,PIP5K1C,human,ensembl
TPP2,TPP2,human,ensembl
ABI3BP,ABI3BP,human,ensembl
STX6,STX6,human,ensembl
CALCOCO2,CALCOCO2,human,ensembl
KRT18,KRT18,human,ensembl
IFIT2,IFIT2,human,ensembl
PAM16,PAM16,human,ensembl
SFRP1,SFRP1,human,ensembl
POLR3A,POLR3A,human,ensembl
IFI35,IFI35,human,ensembl
MYO9B,MYO9B,human,ensembl
CDH11,CDH11,human,ensembl
CHST14,CHST14,human,ensembl
SERPINC1,SERPINC1,human,ensembl
LRRFIP1,LRRFIP1,human,ensembl
PLAU,PLAU,human,ensembl
WNT5A,WNT5A,human,ensembl
IKBKB,IKBKB,human,ensembl
H3C11,H3C11,human,ensembl
NES,NES,human,ensembl
ABCF3,ABCF3,human,ensembl
CDCP1,CDCP1,human,ensembl
MACROH2A2,MACROH2A2,human,ensembl
HS2ST1,HS2ST1,human,ensembl
EXT2,EXT2,human,ensembl
FTL,FTL,human,ensembl
H1-4,H1-4,human,ensembl
POR,POR,human,ensembl
TM9SF4,TM9SF4,human,ensembl
H3C7,H3C7,human,ensembl
DLGAP5,DLGAP5,human,ensembl
DTX3L,DTX3L,human,ensembl
ITGB3,ITGB3,human,ensembl
H3C6,H3C6,human,ensembl
RPS28,RPS28,human,ensembl
THBS2,THBS2,human,ensembl
TOP1,TOP1,human,ensembl
TNFRSF1A,TNFRSF1A,human,ensembl
H3C2,H3C2,human,ensembl
TRIM14,TRIM14,human,ensembl
IFNGR1,IFNGR1,human,ensembl
HMGA1,HMGA1,human,ensembl
CUX1,CUX1,human,ensembl
ROBO1,ROBO1,human,ensembl
LAMB2,LAMB2,human,ensembl
RPS6KA1,RPS6KA1,human,ensembl
LRRC17,LRRC17,human,ensembl
HLA-B,HLA-B,human,ensembl
GOLGB1,GOLGB1,human,ensembl
MATR3,MATR3,human,ensembl
H3C1,H3C1,human,ensembl
IGFBP4,IGFBP4,human,ensembl
LRP1,LRP1,human,ensembl
COL4A1,COL4A1,human,ensembl
CFH,CFH,human,ensembl
DCN,DCN,human,ensembl
IGFBP2,IGFBP2,human,ensembl
VASN,VASN,human,ensembl
HAPLN1,HAPLN1,human,ensembl
C1R,C1R,human,ensembl
ITGBL1,ITGBL1,human,ensembl
THBS1,THBS1,human,ensembl
LOXL2,LOXL2,human,ensembl
EFEMP1,EFEMP1,human,ensembl
S100A4,S100A4,human,ensembl
PXDN,PXDN,human,ensembl
SLIT3,SLIT3,human,ensembl
PC,PC,human,ensembl
SULF1,SULF1,human,ensembl
SRSF1,SRSF1,human,ensembl
LGALS3BP,LGALS3BP,human,ensembl
SLC25A3,SLC25A3,human,ensembl
GPC6,GPC6,human,ensembl
TNXB,TNXB,human,ensembl
RPN1,RPN1,human,ensembl
CYB5R3,CYB5R3,human,ensembl
DDOST,DDOST,human,ensembl
ALDH2,ALDH2,human,ensembl
CPZ,CPZ,human,ensembl
CSPG4,CSPG4,human,ensembl
ACADM,ACADM,human,ensembl
CNPY2,CNPY2,human,ensembl
CRYAB,CRYAB,human,ensembl
PRKCSH,PRKCSH,human,ensembl
PARP1,PARP1,human,ensembl
PTK7,PTK7,human,ensembl
SULF2,SULF2,human,ensembl
CPXM2,CPXM2,human,ensembl
GALNT1,GALNT1,human,ensembl
SDHA,SDHA,human,ensembl
EPHB4,EPHB4,human,ensembl
COX4I1,COX4I1,human,ensembl
CAPG,CAPG,human,ensembl
G3BP1,G3BP1,human,ensembl
PTPRF,PTPRF,human,ensembl
ACAT1,ACAT1,human,ensembl
ADAMTSL1,ADAMTSL1,human,ensembl
FHOD1,FHOD1,human,ensembl
SLIT2,SLIT2,human,ensembl
HK1,HK1,human,ensembl
EMC2,EMC2,human,ensembl
EPHX1,EPHX1,human,ensembl
UBE3A,UBE3A,human,ensembl
EMILIN2,EMILIN2,human,ensembl
SLC12A2,SLC12A2,human,ensembl
LRPPRC,LRPPRC,human,ensembl
TSG101,TSG101,human,ensembl
COMT,COMT,human,ensembl
IDH2,IDH2,human,ensembl
SLC12A1,SLC12A1,human,ensembl
CD9,CD9,human,ensembl
PDCD6IP,PDCD6IP,human,ensembl
RCN3,RCN3,human,ensembl
BMP1,BMP1,human,ensembl
GDF15,GDF15,human,ensembl
PDHA1,PDHA1,human,ensembl
CTSD,CTSD,human,ensembl
ITGA3,ITGA3,human,ensembl
ERLIN1,ERLIN1,human,ensembl
NPLOC4,NPLOC4,human,ensembl
ADAM10,ADAM10,human,ensembl
COL11A1,COL11A1,human,ensembl
DAG1,DAG1,human,ensembl
ERLIN2,ERLIN2,human,ensembl
HSD17B4,HSD17B4,human,ensembl
SSC5D,SSC5D,human,ensembl
SEMA3C,SEMA3C,human,ensembl
IGSF8,IGSF8,human,ensembl
NID1,NID1,human,ensembl
CCDC80,CCDC80,human,ensembl
SUCLA2,SUCLA2,human,ensembl
NID2,NID2,human,ensembl
CHI3L1,CHI3L1,human,ensembl
PACSIN3,PACSIN3,human,ensembl
VPS36,VPS36,human,ensembl
ANGPTL2,ANGPTL2,human,ensembl
SF3B2,SF3B2,human,ensembl
VPS28,VPS28,human,ensembl
CTSZ,CTSZ,human,ensembl
COL12A1,COL12A1,human,ensembl
DIP2B,DIP2B,human,ensembl
NNT,NNT,human,ensembl
SLC25A24,SLC25A24,human,ensembl
PDHB,PDHB,human,ensembl
IMMT,IMMT,human,ensembl
EPHA2,EPHA2,human,ensembl
OXCT1,OXCT1,human,ensembl
STOML2,STOML2,human,ensembl
PTGFRN,PTGFRN,human,ensembl
TMEM109,TMEM109,human,ensembl
NMT1,NMT1,human,ensembl
SDCBP,SDCBP,human,ensembl
LONP1,LONP1,human,ensembl
ATP5F1B,ATP5F1B,human,ensembl
CLU,CLU,human,ensembl
SCP2,SCP2,human,ensembl
IFITM3,IFITM3,human,ensembl
FAT1,FAT1,human,ensembl
FBLN2,FBLN2,human,ensembl
EPHB2,EPHB2,human,ensembl
STT3A,STT3A,human,ensembl
FN1,FN1,human,ensembl
ANGPTL4,ANGPTL4,human,ensembl
NSUN2,NSUN2,human,ensembl
ATP5F1A,ATP5F1A,human,ensembl
CYP1B1,CYP1B1,human,ensembl
TOR1AIP1,TOR1AIP1,human,ensembl
ALDH1L2,ALDH1L2,human,ensembl
ATP5PO,ATP5PO,human,ensembl
LAMA2,LAMA2,human,ensembl
CEMIP,CEMIP,human,ensembl
QSOX1,QSOX1,human,ensembl
EPB41L3,EPB41L3,human,ensembl
TXNDC5,TXNDC5,human,ensembl
MAMDC2,MAMDC2,human,ensembl
AGRN,AGRN,human,ensembl
AHNAK2,AHNAK2,human,ensembl
IKBIP,IKBIP,human,ensembl
PPP2R5E,PPP2R5E,human,ensembl
PSMC6,PSMC6,human,ensembl
RPL23,RPL23,human,ensembl
CALD1,CALD1,human,ensembl
CAVIN1,CAVIN1,human,ensembl
AKR1C3,AKR1C3,human,ensembl
GSS,GSS,human,ensembl
CBR3,CBR3,human,ensembl
IDH1,IDH1,human,ensembl
TUBB2B,TUBB2B,human,ensembl
GAPDH,GAPDH,human,ensembl
RPS12,RPS12,human,ensembl
RPL12,RPL12,human,ensembl
RPLP0P6,RPLP0P6,human,ensembl
ACTG2,ACTG2,human,ensembl
CCT7,CCT7,human,ensembl
MYH10,MYH10,human,ensembl
RSU1,RSU1,human,ensembl
DYNC1H1,DYNC1H1,human,ensembl
ARCN1,ARCN1,human,ensembl
RPL5,RPL5,human,ensembl
ALDH4A1,ALDH4A1,human,ensembl
TMSB10,TMSB10,human,ensembl
MYL12B,MYL12B,human,ensembl
RPS3,RPS3,human,ensembl
COPG1,COPG1,human,ensembl
MARS1,MARS1,human,ensembl
REXO2,REXO2,human,ensembl
ALDH1B1,ALDH1B1,human,ensembl
SRM,SRM,human,ensembl
MDH2,MDH2,human,ensembl
NPM1,NPM1,human,ensembl
HSP90B1,HSP90B1,human,ensembl
S100A6,S100A6,human,ensembl
VAT1,VAT1,human,ensembl
CHCHD3,CHCHD3,human,ensembl
LMCD1,LMCD1,human,ensembl
PA2G4,PA2G4,human,ensembl
DDX1,DDX1,human,ensembl
TAGLN,TAGLN,human,ensembl
APRT,APRT,human,ensembl
PGAM1,PGAM1,human,ensembl
PFKP,PFKP,human,ensembl
RUVBL1,RUVBL1,human,ensembl
UBA1,UBA1,human,ensembl
TXN,TXN,human,ensembl
CNN3,CNN3,human,ensembl
EIF6,EIF6,human,ensembl
EEF1G,EEF1G,human,ensembl
HNRNPA3,HNRNPA3,human,ensembl
USO1,USO1,human,ensembl
ACTA2,ACTA2,human,ensembl
ASS1,ASS1,human,ensembl
MYL12A,MYL12A,human,ensembl
FTH1,FTH1,human,ensembl
CTNNA1,CTNNA1,human,ensembl
TAF15,TAF15,human,ensembl
HEBP2,HEBP2,human,ensembl
CTNNA2,CTNNA2,human,ensembl
PDLIM7,PDLIM7,human,ensembl
YWHAG,YWHAG,human,ensembl
TKT,TKT,human,ensembl
GANAB,GANAB,human,ensembl
CNN1,CNN1,human,ensembl
CAPZB,CAPZB,human,ensembl
RPLP0,RPLP0,human,ensembl
UCHL1,UCHL1,human,ensembl
HARS1,HARS1,human,ensembl
RNH1,RNH1,human,ensembl
NPEPPS,NPEPPS,human,ensembl
MYL6,MYL6,human,ensembl
RACK1,RACK1,human,ensembl
RPLP2,RPLP2,human,ensembl
STRAP,STRAP,human,ensembl
PRKAR1A,PRKAR1A,human,ensembl
GGT7,GGT7,human,ensembl
AK1,AK1,human,ensembl
EEF1D,EEF1D,human,ensembl
CYCS,CYCS,human,ensembl
IQGAP1,IQGAP1,human,ensembl
TUBB2A,TUBB2A,human,ensembl
ACTR1A,ACTR1A,human,ensembl
ACLY,ACLY,human,ensembl
G6PD,G6PD,human,ensembl
TCP1,TCP1,human,ensembl
LARS1,LARS1,human,ensembl
FBLIM1,FBLIM1,human,ensembl
SARNP,SARNP,human,ensembl
TGM2,TGM2,human,ensembl
CCT3,CCT3,human,ensembl
XRCC5,XRCC5,human,ensembl
PKM,PKM,human,ensembl
UBQLN1,UBQLN1,human,ensembl
TES,TES,human,ensembl
ATP6V1E2,ATP6V1E2,human,ensembl
CTSA,CTSA,human,ensembl
RPS9,RPS9,human,ensembl
SERPINB6,SERPINB6,human,ensembl
FABP3,FABP3,human,ensembl
CTSK,CTSK,human,ensembl
PCBP2,PCBP2,human,ensembl
CHCHD2P9,CHCHD2P9,human,ensembl
CSRP2,CSRP2,human,ensembl
SPTBN1,SPTBN1,human,ensembl
RPL27,RPL27,human,ensembl
CHCHD2,CHCHD2,human,ensembl
RAB23,RAB23,human,ensembl
PRKAR2A,PRKAR2A,human,ensembl
SEPTIN7,SEPTIN7,human,ensembl
RPL14,RPL14,human,ensembl
CCN2,CCN2,human,ensembl
CDH13,CDH13,human,ensembl
ATP6V1E1,ATP6V1E1,human,ensembl
SQSTM1,SQSTM1,human,ensembl
SERPINE2,SERPINE2,human,ensembl
ATP6V1B1,ATP6V1B1,human,ensembl
DBN1,DBN1,human,ensembl
FSTL1,FSTL1,human,ensembl
PPP1R12A,PPP1R12A,human,ensembl
MAP1B,MAP1B,human,ensembl
IGFBP7,IGFBP7,human,ensembl
ATP6V1B2,ATP6V1B2,human,ensembl
HP1BP3,HP1BP3,human,ensembl
SPTAN1,SPTAN1,human,ensembl
RPL18,RPL18,human,ensembl
CSTA,CSTA,human,ensembl
RPL9P7,RPL9P7,human,ensembl
H2BC5,H2BC5,human,ensembl
PSMB9,PSMB9,human,ensembl
RPL9,RPL9,human,ensembl
RPL13,RPL13,human,ensembl
DYNC1LI2,DYNC1LI2,human,ensembl
CLIP1,CLIP1,human,ensembl
PLEC,PLEC,human,ensembl
PDLIM5,PDLIM5,human,ensembl
CTNNB1,CTNNB1,human,ensembl
STAT3,STAT3,human,ensembl
ATP6V1A,ATP6V1A,human,ensembl
RPS13,RPS13,human,ensembl
CELF1,CELF1,human,ensembl
TOM1,TOM1,human,ensembl
MRPL1,MRPL1,human,ensembl
HSPA4,HSPA4,human,ensembl
PACSIN2,PACSIN2,human,ensembl
CAVIN3,CAVIN3,human,ensembl
PIN1,PIN1,human,ensembl
NOP58,NOP58,human,ensembl
ARF4,ARF4,human,ensembl
RAD23A,RAD23A,human,ensembl
ESYT2,ESYT2,human,ensembl
MTPN,MTPN,human,ensembl
SEPTIN9,SEPTIN9,human,ensembl
GRPEL1,GRPEL1,human,ensembl
JPT1,JPT1,human,ensembl
RSF1,RSF1,human,ensembl
MYO1E,MYO1E,human,ensembl
CLIC4,CLIC4,human,ensembl
LXN,LXN,human,ensembl
TIMM44,TIMM44,human,ensembl
SLC5A3,SLC5A3,human,ensembl
RAC2,RAC2,human,ensembl
GGT5,GGT5,human,ensembl
RPL17,RPL17,human,ensembl
GNPNAT1,GNPNAT1,human,ensembl
PRRC2C,PRRC2C,human,ensembl
CORO1C,CORO1C,human,ensembl
RTN3,RTN3,human,ensembl
ATP5MG,ATP5MG,human,ensembl
CRYBG1,CRYBG1,human,ensembl
ARF3,ARF3,human,ensembl
ATAD3A,ATAD3A,human,ensembl
UTRN,UTRN,human,ensembl
SCCPDH,SCCPDH,human,ensembl
PRMT1,PRMT1,human,ensembl
NSF,NSF,human,ensembl
AP2B1,AP2B1,human,ensembl
FBL,FBL,human,ensembl
ATP2B4,ATP2B4,human,ensembl
NIPSNAP1,NIPSNAP1,human,ensembl
CCT2,CCT2,human,ensembl
AFAP1,AFAP1,human,ensembl
CLASP1,CLASP1,human,ensembl
DDX18,DDX18,human,ensembl
YWHAB,YWHAB,human,ensembl
PSMB1,PSMB1,human,ensembl
AHSA1,AHSA1,human,ensembl
ELAVL1,ELAVL1,human,ensembl
RPL10A,RPL10A,human,ensembl
ILVBL,ILVBL,human,ensembl
PLXNA2,PLXNA2,human,ensembl
GEMIN5,GEMIN5,human,ensembl
NAP1L4,NAP1L4,human,ensembl
UROD,UROD,human,ensembl
DCTN1,DCTN1,human,ensembl
ARPC4-TTLL3,ARPC4-TTLL3,human,ensembl
THRAP3,THRAP3,human,ensembl
TSNAX,TSNAX,human,ensembl
TNS2,TNS2,human,ensembl
LAP3,LAP3,human,ensembl
TRIM28,TRIM28,human,ensembl
UBR4,UBR4,human,ensembl
AP3M1,AP3M1,human,ensembl
MDN1,MDN1,human,ensembl
WDR43,WDR43,human,ensembl
OSBP,OSBP,human,ensembl
CAT,CAT,human,ensembl
RPL13A,RPL13A,human,ensembl
PDCD6,PDCD6,human,ensembl
RAB5A,RAB5A,human,ensembl
MAP7,MAP7,human,ensembl
RRP12,RRP12,human,ensembl
CDC73,CDC73,human,ensembl
RPS10,RPS10,human,ensembl
YWHAE,YWHAE,human,ensembl
EIF2S3B,EIF2S3B,human,ensembl
HEXB,HEXB,human,ensembl
NOP16,NOP16,human,ensembl
FAH,FAH,human,ensembl
MTCH2,MTCH2,human,ensembl
SPR,SPR,human,ensembl
BASP1,BASP1,human,ensembl
DHX29,DHX29,human,ensembl
ACTN4,ACTN4,human,ensembl
RAB27B,RAB27B,human,ensembl
ACTN3,ACTN3,human,ensembl
HSP90AA1,HSP90AA1,human,ensembl
LSM3,LSM3,human,ensembl
ALYREF,ALYREF,human,ensembl
AAK1,AAK1,human,ensembl
SUPT6H,SUPT6H,human,ensembl
BLMH,BLMH,human,ensembl
EIF5,EIF5,human,ensembl
XRN1,XRN1,human,ensembl
RPL17-C18orf32,RPL17-C18orf32,human,ensembl
DPP3,DPP3,human,ensembl
FAM120A,FAM120A,human,ensembl
RALA,RALA,human,ensembl
ATP5F1C,ATP5F1C,human,ensembl
RPS18,RPS18,human,ensembl
CTSC,CTSC,human,ensembl
TLN2,TLN2,human,ensembl
APEH,APEH,human,ensembl
