Gene names,Gene names  (primary ),Status,Organism,Protein ID
OSBPL8,OSBPL8,unreviewed,Homo sapiens (Human),F8VQX7
UCHL5 UCH37 AD-019 CGI-70,UCHL5,reviewed,Homo sapiens (Human),Q9Y5K5
TMED7-TICAM2,TMED7-TICAM2,unreviewed,Homo sapiens (Human),A0A0A6YYA0
VIPAS39 C14orf133 SPE39 VIPAR,VIPAS39,reviewed,Homo sapiens (Human),Q9H9C1
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),A0A494C1B1
NUDT21,NUDT21,unreviewed,Homo sapiens (Human),H3BND3
MRE11,MRE11,unreviewed,Homo sapiens (Human),F5GXT0
TLK2,TLK2,unreviewed,Homo sapiens (Human),J3QS44
TRAPPC4 hCG_38438,TRAPPC4,unreviewed,Homo sapiens (Human),G5EA23
NMD3,NMD3,unreviewed,Homo sapiens (Human),C9K0C2
UQCRC2,UQCRC2,unreviewed,Homo sapiens (Human),H3BRG4
EIF3L,EIF3L,unreviewed,Homo sapiens (Human),H7C3A0
ANK2 hCG_22680,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHD2
CMTR1 FTSJD2 KIAA0082 MTR1,CMTR1,reviewed,Homo sapiens (Human),Q8N1G2
RELA,RELA,unreviewed,Homo sapiens (Human),Q2TAM5
SEH1L,SEH1L,unreviewed,Homo sapiens (Human),K7ENI5
TARDBP,TARDBP,unreviewed,Homo sapiens (Human),A0A087WW61
DHCR7,DHCR7,unreviewed,Homo sapiens (Human),E9PJ54
CAPN1,CAPN1,unreviewed,Homo sapiens (Human),E9PIA9
SMARCA4 hCG_29955,SMARCA4,unreviewed,Homo sapiens (Human),Q9HBD4
PDXK C21orf124 C21orf97 PKH PNK PRED79,PDXK,reviewed,Homo sapiens (Human),O00764
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8YE16
LRP10 MSTP087 SP220 UNQ389/PRO724,LRP10,reviewed,Homo sapiens (Human),Q7Z4F1
EHBP1,EHBP1,unreviewed,Homo sapiens (Human),H7BZ98
COQ8B,COQ8B,unreviewed,Homo sapiens (Human),M0R307
ZNF763,ZNF763,reviewed,Homo sapiens (Human),Q0D2J5
PLD3,PLD3,unreviewed,Homo sapiens (Human),M0QY94
SEC23A,SEC23A,unreviewed,Homo sapiens (Human),G3V1W4
GLS,GLS,unreviewed,Homo sapiens (Human),H7BZD1
GNB1,GNB1,unreviewed,Homo sapiens (Human),B1AKQ8
SUN2,SUN2,unreviewed,Homo sapiens (Human),B0QY65
APEX1 APE APE1 APEX APX HAP1 REF1,APEX1,reviewed,Homo sapiens (Human),P27695
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHV4
KLC2,KLC2,unreviewed,Homo sapiens (Human),E9PP09
MFF,MFF,unreviewed,Homo sapiens (Human),C9JHF5
MPC1 BRP44L hCG_15016,MPC1,unreviewed,Homo sapiens (Human),Q5TI65
RBM42,RBM42,unreviewed,Homo sapiens (Human),K7ER08
CYP20A1,CYP20A1,unreviewed,Homo sapiens (Human),E9PHG5
THYN1 THY28 HSPC144 MDS012 My0054,THYN1,reviewed,Homo sapiens (Human),Q9P016
ATP5F1EP2 ATP5EP2,ATP5F1EP2,reviewed,Homo sapiens (Human),Q5VTU8
ECI2,ECI2,unreviewed,Homo sapiens (Human),F1LLU7
FAM234A,FAM234A,unreviewed,Homo sapiens (Human),C9IYB9
TMEM179B LOC374395 hCG_2016619,TMEM179B,unreviewed,Homo sapiens (Human),G3V185
PGM3,PGM3,unreviewed,Homo sapiens (Human),A0A494C099
MAIP1,MAIP1,unreviewed,Homo sapiens (Human),H7C0V0
EIF4G2 hCG_1991788,EIF4G2,unreviewed,Homo sapiens (Human),D3DQV9
RPL13 BBC1 OK/SW-cl.46,RPL13,reviewed,Homo sapiens (Human),P26373
MAGED2 hCG_18665,MAGED2,unreviewed,Homo sapiens (Human),Q5H907
VPS35,VPS35,unreviewed,Homo sapiens (Human),A0A3B3ITD4
CD151,CD151,unreviewed,Homo sapiens (Human),E9PP93
POLR2E,POLR2E,unreviewed,Homo sapiens (Human),A0A087WVN5
COQ8B,COQ8B,unreviewed,Homo sapiens (Human),M0R001
FKBP3 FKBP25,FKBP3,reviewed,Homo sapiens (Human),Q00688
RIC8A,RIC8A,unreviewed,Homo sapiens (Human),H0YC88
BRD2,BRD2,unreviewed,Homo sapiens (Human),A0A0G2JK44
CSK,CSK,unreviewed,Homo sapiens (Human),H3BU69
RPP30,RPP30,unreviewed,Homo sapiens (Human),Q5VU11
TSFM,TSFM,unreviewed,Homo sapiens (Human),C9JT21
AKT2,AKT2,unreviewed,Homo sapiens (Human),A0A1B0GXA2
GALNT7,GALNT7,unreviewed,Homo sapiens (Human),H0YAK0
TRIM32,TRIM32,unreviewed,Homo sapiens (Human),Q5JVY0
PPP2CB,PPP2CB,unreviewed,Homo sapiens (Human),H0YBN9
PITHD1,PITHD1,unreviewed,Homo sapiens (Human),X6RHB9
,,unreviewed,Homo sapiens (Human),B7ZB02
FTO KIAA1752,FTO,reviewed,Homo sapiens (Human),Q9C0B1
AP2S1,AP2S1,unreviewed,Homo sapiens (Human),M0QZ21
FXR1,FXR1,unreviewed,Homo sapiens (Human),C9JY20
GCSH,GCSH,unreviewed,Homo sapiens (Human),A0A1W2PQV2
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JHN6
GSTT1,GSTT1,unreviewed,Homo sapiens (Human),A0A0G2JQD2
RAB9A RAB9,RAB9A,reviewed,Homo sapiens (Human),P51151
PSMD12,PSMD12,unreviewed,Homo sapiens (Human),J3KTJ5
MOGS,MOGS,unreviewed,Homo sapiens (Human),A0A3B3IRI1
NUDCD3 KIAA1068,NUDCD3,reviewed,Homo sapiens (Human),Q8IVD9
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),A0A5F9ZHW1
MME EPN,MME,reviewed,Homo sapiens (Human),P08473
DNAJC13,DNAJC13,unreviewed,Homo sapiens (Human),H0YA63
CD151,CD151,unreviewed,Homo sapiens (Human),E9PRJ3
VPS39 KIAA0770 TLP VAM6,VPS39,reviewed,Homo sapiens (Human),Q96JC1
SRP19,SRP19,unreviewed,Homo sapiens (Human),D6RBG4
CLPX,CLPX,reviewed,Homo sapiens (Human),O76031
WDR61,WDR61,reviewed,Homo sapiens (Human),Q9GZS3
HYOU1,HYOU1,unreviewed,Homo sapiens (Human),K7EQK2
GSK3A,GSK3A,reviewed,Homo sapiens (Human),P49840
RPL18 hCG_2000370,RPL18,unreviewed,Homo sapiens (Human),G3V203
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GVA3
PLCG1 PLC1,PLCG1,reviewed,Homo sapiens (Human),P19174
DDX17,DDX17,unreviewed,Homo sapiens (Human),A0A1X7SBZ2
SSR1,SSR1,unreviewed,Homo sapiens (Human),C9JBX5
DIS3,DIS3,unreviewed,Homo sapiens (Human),F2Z2C0
SYNC SYNC1,SYNC,reviewed,Homo sapiens (Human),Q9H7C4
C1S,C1S,unreviewed,Homo sapiens (Human),F5H7T4
TOM1,TOM1,unreviewed,Homo sapiens (Human),F8WE29
MICOS13 C19orf70 MIC13 QIL1,MICOS13,reviewed,Homo sapiens (Human),Q5XKP0
NARS1,NARS1,unreviewed,Homo sapiens (Human),K7EMQ6
BCLAF1,BCLAF1,unreviewed,Homo sapiens (Human),H0YF14
CNOT2,CNOT2,unreviewed,Homo sapiens (Human),A0A087X050
LAMA4,LAMA4,unreviewed,Homo sapiens (Human),E5RHF3
DNTTIP2,DNTTIP2,unreviewed,Homo sapiens (Human),E9PRB3
NCKIPSD,NCKIPSD,unreviewed,Homo sapiens (Human),C9JMQ4
USE1,USE1,unreviewed,Homo sapiens (Human),G8JLK1
THOC5,THOC5,unreviewed,Homo sapiens (Human),C9JXG5
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHC9
CXCL12 SDF1 SDF1A SDF1B,CXCL12,reviewed,Homo sapiens (Human),P48061
CCDC25 hCG_17286,CCDC25,unreviewed,Homo sapiens (Human),G3V121
SH3GLB1,SH3GLB1,unreviewed,Homo sapiens (Human),A0A087WW40
RTN4IP1 NIMP,RTN4IP1,reviewed,Homo sapiens (Human),Q8WWV3
MON1B HSRG1 KIAA0872 SAND2,MON1B,reviewed,Homo sapiens (Human),Q7L1V2
AKAP8,AKAP8,unreviewed,Homo sapiens (Human),M0QYL4
CDK4,CDK4,unreviewed,Homo sapiens (Human),F8W1L8
UQCC2 C6orf125 MNF1,UQCC2,reviewed,Homo sapiens (Human),Q9BRT2
TMEM185B FAM11B,TMEM185B,reviewed,Homo sapiens (Human),Q9H7F4
EP300 P300,EP300,reviewed,Homo sapiens (Human),Q09472
MDP1,MDP1,reviewed,Homo sapiens (Human),Q86V88
MYBBP1A P160,MYBBP1A,reviewed,Homo sapiens (Human),Q9BQG0
DBN1,DBN1,unreviewed,Homo sapiens (Human),D6R9W4
RABGGTA,RABGGTA,reviewed,Homo sapiens (Human),Q92696
PSMA6,PSMA6,unreviewed,Homo sapiens (Human),H0YJC4
GLS,GLS,unreviewed,Homo sapiens (Human),C9JIJ6
BOLA2B,BOLA2B,unreviewed,Homo sapiens (Human),H3BPT9
UEVLD,UEVLD,unreviewed,Homo sapiens (Human),A8MYV4
QRICH1,QRICH1,reviewed,Homo sapiens (Human),Q2TAL8
MGST3,MGST3,unreviewed,Homo sapiens (Human),Q5VV89
CDK4,CDK4,unreviewed,Homo sapiens (Human),F8VYY1
SMPD4,SMPD4,unreviewed,Homo sapiens (Human),H7C2J2
CAV1,CAV1,unreviewed,Homo sapiens (Human),E9PCT5
ATL2 ARL6IP2,ATL2,reviewed,Homo sapiens (Human),Q8NHH9
EIF3M,EIF3M,unreviewed,Homo sapiens (Human),J3KNJ2
ABHD12,ABHD12,unreviewed,Homo sapiens (Human),A0A5F9ZGT4
MICAL1,MICAL1,unreviewed,Homo sapiens (Human),H0Y6Z4
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHE2
PMM2,PMM2,unreviewed,Homo sapiens (Human),H3BPH4
VDAC3,VDAC3,unreviewed,Homo sapiens (Human),E5RFL1
PPIA,PPIA,unreviewed,Homo sapiens (Human),E5RIZ5
RHOG ARHG,RHOG,reviewed,Homo sapiens (Human),P84095
IARS1 IARS,IARS1,reviewed,Homo sapiens (Human),P41252
RPS15,RPS15,unreviewed,Homo sapiens (Human),K7EM56
ACOT8,ACOT8,unreviewed,Homo sapiens (Human),H0Y698
GPR108 LUSTR2,GPR108,reviewed,Homo sapiens (Human),Q9NPR9
OVCA2,OVCA2,reviewed,Homo sapiens (Human),Q8WZ82
EIF3G,EIF3G,unreviewed,Homo sapiens (Human),K7ER90
PTCD1 KIAA0632,PTCD1,reviewed,Homo sapiens (Human),O75127
RPL21 hCG_2020044,RPL21,unreviewed,Homo sapiens (Human),G3V1B3
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y628
SUN2,SUN2,unreviewed,Homo sapiens (Human),B0QY63
CAPN1,CAPN1,unreviewed,Homo sapiens (Human),E9PQB3
EIF2B5,EIF2B5,unreviewed,Homo sapiens (Human),A0A3B3ISM8
FADS1,FADS1,unreviewed,Homo sapiens (Human),F5GYH4
GCLM GLCLR,GCLM,reviewed,Homo sapiens (Human),P48507
NDUFB5,NDUFB5,unreviewed,Homo sapiens (Human),E7EWP0
RAB3D GOV RAB16,RAB3D,reviewed,Homo sapiens (Human),O95716
EIF4G2,EIF4G2,unreviewed,Homo sapiens (Human),E9PKF8
RBM27 KIAA1311,RBM27,reviewed,Homo sapiens (Human),Q9P2N5
NPC1,NPC1,reviewed,Homo sapiens (Human),O15118
GPM6B,GPM6B,unreviewed,Homo sapiens (Human),B7Z248
RND3,RND3,unreviewed,Homo sapiens (Human),E9PFH1
DUSP12,DUSP12,reviewed,Homo sapiens (Human),Q9UNI6
SAMD9L C7orf6 DRIF2 KIAA2005 UEF,SAMD9L,reviewed,Homo sapiens (Human),Q8IVG5
HNRNPUL1,HNRNPUL1,unreviewed,Homo sapiens (Human),A0A0A0MRA5
LARP4,LARP4,unreviewed,Homo sapiens (Human),X6RLN4
DCAF11,DCAF11,unreviewed,Homo sapiens (Human),H0YLH4
TSFM,TSFM,reviewed,Homo sapiens (Human),P43897
AP3D1,AP3D1,unreviewed,Homo sapiens (Human),A0A087WYN6
COASY,COASY,unreviewed,Homo sapiens (Human),K7ESK6
DHX57,DHX57,unreviewed,Homo sapiens (Human),A0A087WW12
TBC1D5,TBC1D5,unreviewed,Homo sapiens (Human),C9JWX0
WDR26,WDR26,unreviewed,Homo sapiens (Human),H0Y9R3
CALM2,CALM2,unreviewed,Homo sapiens (Human),A0A590UJI2
LPCAT3,LPCAT3,unreviewed,Homo sapiens (Human),B7Z3N5
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PNH9
RO60 TROVE2 hCG_41054,RO60,unreviewed,Homo sapiens (Human),G5E9R9
CNOT6,CNOT6,unreviewed,Homo sapiens (Human),D6R9H6
EMC8 C16orf2 C16orf4 COX4AL COX4NB FAM158B NOC4,EMC8,reviewed,Homo sapiens (Human),O43402
ASH2L,ASH2L,unreviewed,Homo sapiens (Human),H0YBF6
SYNE1,SYNE1,unreviewed,Homo sapiens (Human),A0A5F9ZI52
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RFK9
DRAP1,DRAP1,unreviewed,Homo sapiens (Human),E9PMW2
APBB1,APBB1,unreviewed,Homo sapiens (Human),A0A075B7G8
OSBPL8,OSBPL8,unreviewed,Homo sapiens (Human),F8W060
ASAP1 DDEF1 hCG_2009092,ASAP1,unreviewed,Homo sapiens (Human),A0A0A0MRE5
ZC3H18,ZC3H18,unreviewed,Homo sapiens (Human),E7ERS3
TBCE,TBCE,reviewed,Homo sapiens (Human),Q15813
FBL FIB1 FLRN,FBL,reviewed,Homo sapiens (Human),P22087
AKT2,AKT2,unreviewed,Homo sapiens (Human),C9J258
ITSN1 ITSN SH3D1A,ITSN1,reviewed,Homo sapiens (Human),Q15811
TFIP11,TFIP11,unreviewed,Homo sapiens (Human),F6XM96
PHYH,PHYH,unreviewed,Homo sapiens (Human),B1ALH6
HS2ST1,HS2ST1,unreviewed,Homo sapiens (Human),K7EP71
RWDD1 DFRP2 CGI-24 PTD013,RWDD1,reviewed,Homo sapiens (Human),Q9H446
PAWR,PAWR,unreviewed,Homo sapiens (Human),H0YHP5
NSRP1 CCDC55 hCG_1646942,NSRP1,unreviewed,Homo sapiens (Human),A0A024QZ33
SNX27 KIAA0488 My014,SNX27,reviewed,Homo sapiens (Human),Q96L92
PPP1CB,PPP1CB,unreviewed,Homo sapiens (Human),E7ETD8
GSTT1,GSTT1,unreviewed,Homo sapiens (Human),A0A0G2JRG0
ARPC5L,ARPC5L,reviewed,Homo sapiens (Human),Q9BPX5
RPS29,RPS29,unreviewed,Homo sapiens (Human),A0A087WTT6
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2U3TZJ7
VPS16,VPS16,unreviewed,Homo sapiens (Human),Q5JUA9
PSMA4,PSMA4,unreviewed,Homo sapiens (Human),H0YMV3
UBQLN2 N4BP4 PLIC2 HRIHFB2157,UBQLN2,reviewed,Homo sapiens (Human),Q9UHD9
STIM1,STIM1,unreviewed,Homo sapiens (Human),E9PN27
FAM162A C3orf28 E2IG5 DC16 FWP001,FAM162A,reviewed,Homo sapiens (Human),Q96A26
TMED3,TMED3,unreviewed,Homo sapiens (Human),F5H4M7
DLG1,DLG1,unreviewed,Homo sapiens (Human),C9IYP1
NCALD,NCALD,unreviewed,Homo sapiens (Human),E5RGZ0
UBASH3B KIAA1959 STS1,UBASH3B,reviewed,Homo sapiens (Human),Q8TF42
GATAD2A,GATAD2A,unreviewed,Homo sapiens (Human),V9GYX5
RHOT1 hCG_1991479,RHOT1,unreviewed,Homo sapiens (Human),H7BXZ6
ATG5,ATG5,unreviewed,Homo sapiens (Human),L7UQJ2
STAT3,STAT3,unreviewed,Homo sapiens (Human),G8JLH9
CASP4 ICH2,CASP4,reviewed,Homo sapiens (Human),P49662
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JZI8
MYD88,MYD88,unreviewed,Homo sapiens (Human),A0A3B3ITY3
HIP1,HIP1,reviewed,Homo sapiens (Human),O00291
BAIAP2,BAIAP2,unreviewed,Homo sapiens (Human),I3L3C6
CEP170 FAM68A KAB KIAA0470,CEP170,reviewed,Homo sapiens (Human),Q5SW79
REPS1,REPS1,unreviewed,Homo sapiens (Human),H0YCR2
TOLLIP,TOLLIP,unreviewed,Homo sapiens (Human),E9PP67
SCRN3,SCRN3,unreviewed,Homo sapiens (Human),C9JNS3
DNM1,DNM1,unreviewed,Homo sapiens (Human),A0A1B0GUX5
GLB1,GLB1,unreviewed,Homo sapiens (Human),C9JWX1
GABARAPL1 GEC1,GABARAPL1,reviewed,Homo sapiens (Human),Q9H0R8
DNAJB4,DNAJB4,unreviewed,Homo sapiens (Human),C9JUL4
POSTN,POSTN,unreviewed,Homo sapiens (Human),B1ALD9
ZEB2,ZEB2,unreviewed,Homo sapiens (Human),E7ESP8
UBXN7,UBXN7,unreviewed,Homo sapiens (Human),C9JAT7
CEP290,CEP290,unreviewed,Homo sapiens (Human),A0A5K1VW81
BCL2L1,BCL2L1,unreviewed,Homo sapiens (Human),Q9H1R6
UBA1,UBA1,unreviewed,Homo sapiens (Human),Q5JRS3
SEPTIN10,SEPTIN10,unreviewed,Homo sapiens (Human),C9JNR7
NUDT21,NUDT21,unreviewed,Homo sapiens (Human),H3BV41
ACAT1,ACAT1,unreviewed,Homo sapiens (Human),A0A5F9ZHJ7
DAAM2 hCG_33196,DAAM2,unreviewed,Homo sapiens (Human),A0A0J9YYF7
PACSIN2,PACSIN2,unreviewed,Homo sapiens (Human),B0QYG8
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y6V3
VPS41,VPS41,unreviewed,Homo sapiens (Human),C9JU58
CDC34,CDC34,unreviewed,Homo sapiens (Human),U3KPV8
ARL6,ARL6,unreviewed,Homo sapiens (Human),H7C5H6
MROH1 HEATR7A KIAA1833,MROH1,reviewed,Homo sapiens (Human),Q8NDA8
GALNT6,GALNT6,unreviewed,Homo sapiens (Human),S4R3S5
HMGCS1 HMGCS,HMGCS1,reviewed,Homo sapiens (Human),Q01581
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PR70
FRMD6,FRMD6,unreviewed,Homo sapiens (Human),G3V2L4
SCFD1,SCFD1,unreviewed,Homo sapiens (Human),H0YJY1
CIAPIN1 CUA001 PRO0915,CIAPIN1,reviewed,Homo sapiens (Human),Q6FI81
NDUFA7,NDUFA7,reviewed,Homo sapiens (Human),O95182
RAP2A,RAP2A,unreviewed,Homo sapiens (Human),F6U784
U2AF1 U2AF35 U2AFBP FP793,U2AF1,reviewed,Homo sapiens (Human),Q01081
ATM,ATM,unreviewed,Homo sapiens (Human),E9PRG7
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PR62
MCC,MCC,reviewed,Homo sapiens (Human),P23508
VPS26A VPS26,VPS26A,reviewed,Homo sapiens (Human),O75436
NCDN,NCDN,unreviewed,Homo sapiens (Human),C9J5H8
DECR1,DECR1,unreviewed,Homo sapiens (Human),E5RFV2
NUDT3 DIPP DIPP1,NUDT3,reviewed,Homo sapiens (Human),O95989
MFF,MFF,unreviewed,Homo sapiens (Human),C9JAF1
HSD17B12,HSD17B12,unreviewed,Homo sapiens (Human),E9PI21
XPNPEP3,XPNPEP3,reviewed,Homo sapiens (Human),Q9NQH7
TUBGCP3,TUBGCP3,unreviewed,Homo sapiens (Human),A0A087WZV5
ATP6V1E1 ATP6E ATP6E2,ATP6V1E1,reviewed,Homo sapiens (Human),P36543
AGO2,AGO2,unreviewed,Homo sapiens (Human),E5RJY2
GABARAPL2,GABARAPL2,unreviewed,Homo sapiens (Human),H3BQ50
ITPA C20orf37 My049 OK/SW-cl.9,ITPA,reviewed,Homo sapiens (Human),Q9BY32
RNF2 BAP1 DING HIPI3 RING1B,RNF2,reviewed,Homo sapiens (Human),Q99496
DNAJC10,DNAJC10,unreviewed,Homo sapiens (Human),H7C1G0
EIF3F EIF3S5,EIF3F,reviewed,Homo sapiens (Human),O00303
DGKA,DGKA,unreviewed,Homo sapiens (Human),H0YJH4
TEP1 TLP1 TP1,TEP1,reviewed,Homo sapiens (Human),Q99973
PRKCSH,PRKCSH,unreviewed,Homo sapiens (Human),A0A0C4DGP4
CHID1,CHID1,unreviewed,Homo sapiens (Human),H0YDL6
ACOT8,ACOT8,unreviewed,Homo sapiens (Human),E9PIS4
HINT1,HINT1,unreviewed,Homo sapiens (Human),D6RE99
PTGR1 LTB4DH,PTGR1,reviewed,Homo sapiens (Human),Q14914
NASP,NASP,unreviewed,Homo sapiens (Human),H0YDS9
