Gene names,Gene names  (primary ),Status,Organism,Protein ID
DCTD,DCTD,unreviewed,Homo sapiens (Human),D6RAR9
HNRNPD,HNRNPD,unreviewed,Homo sapiens (Human),D6RF44
ACSL1,ACSL1,unreviewed,Homo sapiens (Human),D6RER0
YJU2,YJU2,unreviewed,Homo sapiens (Human),M0R2S3
OSBPL3,OSBPL3,unreviewed,Homo sapiens (Human),C9JZ19
CRYZL1,CRYZL1,unreviewed,Homo sapiens (Human),A6NMA8
PSMD10,PSMD10,unreviewed,Homo sapiens (Human),B1AJY7
DECR2,DECR2,unreviewed,Homo sapiens (Human),H7C078
GTF2F1;RAP74,GTF2F1,reviewed,Homo sapiens (Human),P35269
TPM4,TPM4,reviewed,Homo sapiens (Human),P67936
CUL4A,CUL4A,unreviewed,Homo sapiens (Human),A0A087WWN2
SLC2A1,SLC2A1,unreviewed,Homo sapiens (Human),A0A0D9SFK9
SPART;KIAA0610;SPG20;TAHCCP1,SPART,reviewed,Homo sapiens (Human),Q8N0X7
SCLY;SCL,SCLY,reviewed,Homo sapiens (Human),Q96I15
TIMP2,TIMP2,reviewed,Homo sapiens (Human),P16035
ATG5,ATG5,unreviewed,Homo sapiens (Human),A0A2R8Y718
CD9;MIC3;TSPAN29;GIG2,CD9,reviewed,Homo sapiens (Human),P21926
ADAMTS1;KIAA1346;METH1,ADAMTS1,reviewed,Homo sapiens (Human),Q9UHI8
CDC37;CDC37A,CDC37,reviewed,Homo sapiens (Human),Q16543
ECE1,ECE1,unreviewed,Homo sapiens (Human),E9PN99
PLRG1,PLRG1,unreviewed,Homo sapiens (Human),D6RA26
VIM,VIM,unreviewed,Homo sapiens (Human),B0YJC4
BDH2,BDH2,unreviewed,Homo sapiens (Human),D6RIR6
ARHGEF10,ARHGEF10,unreviewed,Homo sapiens (Human),H0YAN8
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GV95
RRM1,RRM1,unreviewed,Homo sapiens (Human),H0YCY7
TGFBI,TGFBI,unreviewed,Homo sapiens (Human),H0YAB8
AMDHD2,AMDHD2,unreviewed,Homo sapiens (Human),A0A3B3IU33
SUN1,SUN1,unreviewed,Homo sapiens (Human),H7C019
MDH1,MDH1,unreviewed,Homo sapiens (Human),C9JRL4
RPL37A;hCG_16380,RPL37A,unreviewed,Homo sapiens (Human),C9J4Z3
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YN22
TMEM91,TMEM91,unreviewed,Homo sapiens (Human),F8W6Q6
TMSB10;PTMB10;THYB10,TMSB10,reviewed,Homo sapiens (Human),P63313
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y5J3
ATG5,ATG5,unreviewed,Homo sapiens (Human),A0A1B0GUS1
SRGAP2C,SRGAP2C,unreviewed,Homo sapiens (Human),A0A087X0L1
PPM1B,PPM1B,unreviewed,Homo sapiens (Human),B8ZZF0
ACAA1,ACAA1,unreviewed,Homo sapiens (Human),H0Y4D4
DIMT1,DIMT1,unreviewed,Homo sapiens (Human),A0A0C4DGB1
METAP1,METAP1,unreviewed,Homo sapiens (Human),H0YAI3
MYADM,MYADM,unreviewed,Homo sapiens (Human),A0A499FIY8
RSF1,RSF1,unreviewed,Homo sapiens (Human),H7C306
DCTN2,DCTN2,unreviewed,Homo sapiens (Human),H0YI98
SMARCE1,SMARCE1,unreviewed,Homo sapiens (Human),J3QKS7
PAPOLA,PAPOLA,unreviewed,Homo sapiens (Human),H0YJ00
GSTZ1,GSTZ1,unreviewed,Homo sapiens (Human),A0A0A0MR33
PEX11B,PEX11B,reviewed,Homo sapiens (Human),O96011
VAPB,VAPB,unreviewed,Homo sapiens (Human),E5RK64
CORO1C,CORO1C,unreviewed,Homo sapiens (Human),H0YHL7
SFXN1,SFXN1,unreviewed,Homo sapiens (Human),D6RFI0
RMDN3;FAM82A2;FAM82C;PTPIP51;hucep-10;UNQ3122/PRO10274,RMDN3,reviewed,Homo sapiens (Human),Q96TC7
PSMD10,PSMD10,unreviewed,Homo sapiens (Human),B1AJY6
CLCN3,CLCN3,unreviewed,Homo sapiens (Human),A0A087WU31
DGKA,DGKA,unreviewed,Homo sapiens (Human),G3V327
PIN4,PIN4,unreviewed,Homo sapiens (Human),H0Y4T6
PIGK;hCG_22810,PIGK,unreviewed,Homo sapiens (Human),B1AK81
IPO5,IPO5,unreviewed,Homo sapiens (Human),E7EX05
MTRR,MTRR,unreviewed,Homo sapiens (Human),D6RIS8
VKORC1L1,VKORC1L1,unreviewed,Homo sapiens (Human),A0A3B3ISV4
PRCP;PCP,PRCP,reviewed,Homo sapiens (Human),P42785
SH3D19,SH3D19,unreviewed,Homo sapiens (Human),A0A494C1M0
PGM3,PGM3,unreviewed,Homo sapiens (Human),A0A494C1E2
ABCF1,ABCF1,unreviewed,Homo sapiens (Human),F5GYK6
TCEAL6,TCEAL6,reviewed,Homo sapiens (Human),Q6IPX3
TBL3;SAZD,TBL3,reviewed,Homo sapiens (Human),Q12788
GNPNAT1;GNA1,GNPNAT1,reviewed,Homo sapiens (Human),Q96EK6
STAU2,STAU2,unreviewed,Homo sapiens (Human),E5RGQ5
SCARB1;CD36L1;CLA1,SCARB1,reviewed,Homo sapiens (Human),Q8WTV0
TMBIM1,TMBIM1,unreviewed,Homo sapiens (Human),C9JAK9
TMED7;CGI-109,TMED7,reviewed,Homo sapiens (Human),Q9Y3B3
SPG11;KIAA1840,SPG11,reviewed,Homo sapiens (Human),Q96JI7
NEB,NEB,unreviewed,Homo sapiens (Human),H7C2B3
RPS14,RPS14,unreviewed,Homo sapiens (Human),A0A2R8Y811
NDUFA3;hCG_20947,NDUFA3,unreviewed,Homo sapiens (Human),Q6FGG4
DDX17,DDX17,reviewed,Homo sapiens (Human),Q92841
MRPS26;C20orf193;RPMS13,MRPS26,reviewed,Homo sapiens (Human),Q9BYN8
ERLIN2,ERLIN2,unreviewed,Homo sapiens (Human),E5RJ09
TMEM179B,TMEM179B,reviewed,Homo sapiens (Human),Q7Z7N9
PYCARD,PYCARD,unreviewed,Homo sapiens (Human),H3BP42
WASH2P;FAM39B,WASH2P,reviewed,Homo sapiens (Human),Q6VEQ5
NUF2,NUF2,unreviewed,Homo sapiens (Human),E9PQC4
UQCRC2,UQCRC2,unreviewed,Homo sapiens (Human),H3BP04
APBB1,APBB1,unreviewed,Homo sapiens (Human),A0A075B7G8
MFSD8;MGC33302;hCG_1778573,MFSD8,unreviewed,Homo sapiens (Human),A0A286YEW8
MTR,MTR,unreviewed,Homo sapiens (Human),B1ANE3
EIF3H,EIF3H,unreviewed,Homo sapiens (Human),E5RFW7
PNKP,PNKP,unreviewed,Homo sapiens (Human),M0R000
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RGY7
TCOF1,TCOF1,reviewed,Homo sapiens (Human),Q13428
REEP4;C8orf20;PP432,REEP4,reviewed,Homo sapiens (Human),Q9H6H4
TP53I3;PIG3,TP53I3,reviewed,Homo sapiens (Human),Q53FA7
LIN7C;MALS3;VELI3,LIN7C,reviewed,Homo sapiens (Human),Q9NUP9
HMBS,HMBS,unreviewed,Homo sapiens (Human),F5H4X2
GNL3,GNL3,unreviewed,Homo sapiens (Human),C9JZT7
METTL14,METTL14,unreviewed,Homo sapiens (Human),D6RBL4
ILVBL,ILVBL,unreviewed,Homo sapiens (Human),M0R026
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),K7EQR7
ELN;hCG_18037,ELN,unreviewed,Homo sapiens (Human),B3KRT8
PCDH18,PCDH18,unreviewed,Homo sapiens (Human),B4DQ29
PPT1,PPT1,unreviewed,Homo sapiens (Human),A0A286YFE3
SHPK;CARKL,SHPK,reviewed,Homo sapiens (Human),Q9UHJ6
NUMBL,NUMBL,unreviewed,Homo sapiens (Human),A0A0C4DGH3
ATL2,ATL2,unreviewed,Homo sapiens (Human),C9JQQ5
CD44,CD44,unreviewed,Homo sapiens (Human),H0YD17
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RIT8
NCBP1;CBP80;NCBP,NCBP1,reviewed,Homo sapiens (Human),Q09161
CCAR2,CCAR2,unreviewed,Homo sapiens (Human),E5RHH8
MRPL51,MRPL51,unreviewed,Homo sapiens (Human),A0A0B4J2C1
CHCHD3,CHCHD3,unreviewed,Homo sapiens (Human),A0A286YEX5
RANBP3,RANBP3,unreviewed,Homo sapiens (Human),K7EMH9
CLN3;hCG_1745226,CLN3,unreviewed,Homo sapiens (Human),F6TI76
CCDC88A,CCDC88A,unreviewed,Homo sapiens (Human),A0A2R8YG52
FAM3C;ILEI;GS3786,FAM3C,reviewed,Homo sapiens (Human),Q92520
EIF2A,EIF2A,unreviewed,Homo sapiens (Human),F8WF18
CAVIN3;PRKCDBP;SRBC,CAVIN3,reviewed,Homo sapiens (Human),Q969G5
TACC1,TACC1,unreviewed,Homo sapiens (Human),H0YBT8
STEAP1B,STEAP1B,unreviewed,Homo sapiens (Human),C9JE84
BCLAF1,BCLAF1,unreviewed,Homo sapiens (Human),H0YF00
ANKLE2,ANKLE2,unreviewed,Homo sapiens (Human),F5H6J0
AGO2,AGO2,unreviewed,Homo sapiens (Human),E5RJY2
HNRNPD,HNRNPD,unreviewed,Homo sapiens (Human),H0YA96
HTT;HD;IT15,HTT,reviewed,Homo sapiens (Human),P42858
DUSP12,DUSP12,unreviewed,Homo sapiens (Human),V9GY92
COL8A1;C3orf7,COL8A1,reviewed,Homo sapiens (Human),P27658
SYNC,SYNC,unreviewed,Homo sapiens (Human),C9JSS1
MRPS12;RPMS12;RPSM12,MRPS12,reviewed,Homo sapiens (Human),O15235
RABGGTA,RABGGTA,unreviewed,Homo sapiens (Human),H0YKZ8
TMEM33,TMEM33,unreviewed,Homo sapiens (Human),H0Y8N0
ABHD10,ABHD10,reviewed,Homo sapiens (Human),Q9NUJ1
MDH1,MDH1,unreviewed,Homo sapiens (Human),A0A5K1VW95
HACL1,HACL1,unreviewed,Homo sapiens (Human),C9J306
XPOT,XPOT,unreviewed,Homo sapiens (Human),F5GYW6
YWHAB,YWHAB,unreviewed,Homo sapiens (Human),A0A0J9YWE8
UACA,UACA,unreviewed,Homo sapiens (Human),H0YNH8
SF3B3,SF3B3,unreviewed,Homo sapiens (Human),J3QRB2
STARD3NL,STARD3NL,unreviewed,Homo sapiens (Human),C9JKL2
RAD50,RAD50,unreviewed,Homo sapiens (Human),E7ESD9
FABP5,FABP5,unreviewed,Homo sapiens (Human),I6L8B7
ACTG2,ACTG2,unreviewed,Homo sapiens (Human),F8WB63
ERO1A,ERO1A,unreviewed,Homo sapiens (Human),G3V3E6
CRYBG3,CRYBG3,reviewed,Homo sapiens (Human),Q68DQ2
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),H0YBD7
RIPOR1,RIPOR1,unreviewed,Homo sapiens (Human),H3BV02
RPL27,RPL27,unreviewed,Homo sapiens (Human),K7ELC7
MRPS27,MRPS27,unreviewed,Homo sapiens (Human),D6RJC7
AKT3,AKT3,unreviewed,Homo sapiens (Human),A0A5F9ZGY0
CNOT3,CNOT3,unreviewed,Homo sapiens (Human),A0A0G2JNJ7
SIRPB1,SIRPB1,unreviewed,Homo sapiens (Human),H3BU43
AMPH,AMPH,unreviewed,Homo sapiens (Human),H0Y7T8
CASP3,CASP3,unreviewed,Homo sapiens (Human),C9JXR7
ZNF638,ZNF638,unreviewed,Homo sapiens (Human),A0A096LNR2
DERA,DERA,unreviewed,Homo sapiens (Human),E9PMH9
HSPA2,HSPA2,reviewed,Homo sapiens (Human),P54652
SPATS2,SPATS2,unreviewed,Homo sapiens (Human),F8VS10
SON,SON,unreviewed,Homo sapiens (Human),H7C2G8
EOGT;AER61;C3orf64;EOGT1,EOGT,reviewed,Homo sapiens (Human),Q5NDL2
COPS7A,COPS7A,unreviewed,Homo sapiens (Human),F5H4Z0
PPP6R3,PPP6R3,unreviewed,Homo sapiens (Human),E9PK08
OLA1,OLA1,unreviewed,Homo sapiens (Human),C9JTK6
POFUT2;C21orf80;FUT13;KIAA0958,POFUT2,reviewed,Homo sapiens (Human),Q9Y2G5
ZYX,ZYX,unreviewed,Homo sapiens (Human),H7C3R3
SMS,SMS,reviewed,Homo sapiens (Human),P52788
HARS1,HARS1,unreviewed,Homo sapiens (Human),D6RF05
HEATR1,HEATR1,unreviewed,Homo sapiens (Human),Q6P664
RAB29,RAB29,unreviewed,Homo sapiens (Human),E9PL56
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHM6
FAT1,FAT1,unreviewed,Homo sapiens (Human),H0Y9C8
CAPZB;hCG_41078,CAPZB,unreviewed,Homo sapiens (Human),B1AK88
CTNNB1,CTNNB1,unreviewed,Homo sapiens (Human),C9IZ65
ATG7,ATG7,unreviewed,Homo sapiens (Human),F8WDY9
SEC23IP,SEC23IP,unreviewed,Homo sapiens (Human),H7C0V8
EIF2B2;EIF2BB,EIF2B2,reviewed,Homo sapiens (Human),P49770
UBR5,UBR5,unreviewed,Homo sapiens (Human),E7EMW7
EIF2B5,EIF2B5,unreviewed,Homo sapiens (Human),A0A3B3ITQ2
PANK4,PANK4,unreviewed,Homo sapiens (Human),H0YA26
PTX3;TNFAIP5;TSG14,PTX3,reviewed,Homo sapiens (Human),P26022
GM2A,GM2A,unreviewed,Homo sapiens (Human),H0YBY3
HADHB;MSTP029,HADHB,reviewed,Homo sapiens (Human),P55084
LARP4,LARP4,unreviewed,Homo sapiens (Human),F8VY40
PABPN1,PABPN1,unreviewed,Homo sapiens (Human),H0YJH9
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),H7C2D1
FAM98B,FAM98B,reviewed,Homo sapiens (Human),Q52LJ0
DYNC1LI2,DYNC1LI2,unreviewed,Homo sapiens (Human),H3BU48
AARS1;AARS,AARS1,unreviewed,Homo sapiens (Human),H3BPK7
PXK,PXK,unreviewed,Homo sapiens (Human),F8WDF7
CD47,CD47,unreviewed,Homo sapiens (Human),H7BYS8
COL11A1,COL11A1,unreviewed,Homo sapiens (Human),A0A2R8Y4I5
ALDH3A2,ALDH3A2,unreviewed,Homo sapiens (Human),A0A5F9ZGX4
MRPL39;C21orf92;MRPL5;RPML5;MSTP003;PRED22,MRPL39,reviewed,Homo sapiens (Human),Q9NYK5
SH2D4A,SH2D4A,unreviewed,Homo sapiens (Human),H0YAT1
ATIC;PURH;OK/SW-cl.86,ATIC,reviewed,Homo sapiens (Human),P31939
GPS1,GPS1,unreviewed,Homo sapiens (Human),J3QLT0
PDPK1;PDK1,PDPK1,reviewed,Homo sapiens (Human),O15530
CNOT3,CNOT3,unreviewed,Homo sapiens (Human),H7C5J4
ADAM9,ADAM9,unreviewed,Homo sapiens (Human),C9JPM3
IQGAP1,IQGAP1,unreviewed,Homo sapiens (Human),A0A0J9YXZ5
ABI3BP,ABI3BP,unreviewed,Homo sapiens (Human),D3YTG3
CALCOCO2;NDP52,CALCOCO2,reviewed,Homo sapiens (Human),Q13137
ATP5IF1,ATP5IF1,unreviewed,Homo sapiens (Human),A0A0B4J230
CRK,CRK,unreviewed,Homo sapiens (Human),I3L297
UBE2M,UBE2M,unreviewed,Homo sapiens (Human),M0QYI6
DEK,DEK,unreviewed,Homo sapiens (Human),H0Y8X0
ARHGEF12;KIAA0382;LARG,ARHGEF12,reviewed,Homo sapiens (Human),Q9NZN5
PSME1;IFI5111,PSME1,reviewed,Homo sapiens (Human),Q06323
SUN1,SUN1,unreviewed,Homo sapiens (Human),H7C3X3
MYH3,MYH3,reviewed,Homo sapiens (Human),P11055
MRPL15,MRPL15,unreviewed,Homo sapiens (Human),E5RHF4
SUCLG2,SUCLG2,unreviewed,Homo sapiens (Human),H0Y852
CD276,CD276,unreviewed,Homo sapiens (Human),H0YN85
PPP1CB,PPP1CB,unreviewed,Homo sapiens (Human),C9JP48
DDX24,DDX24,reviewed,Homo sapiens (Human),Q9GZR7
CASKIN2;KIAA1139,CASKIN2,reviewed,Homo sapiens (Human),Q8WXE0
OPA1,OPA1,unreviewed,Homo sapiens (Human),A0A2R8YDM2
TXNDC9,TXNDC9,unreviewed,Homo sapiens (Human),F8WBV5
STAT6,STAT6,unreviewed,Homo sapiens (Human),G3V370
YLPM1;C14orf170;ZAP3,YLPM1,reviewed,Homo sapiens (Human),P49750
MPI;hCG_2006995,MPI,unreviewed,Homo sapiens (Human),H3BPB8
EIF4E2,EIF4E2,unreviewed,Homo sapiens (Human),B8ZZ50
LARP4B,LARP4B,unreviewed,Homo sapiens (Human),V9GYI5
GALNS,GALNS,unreviewed,Homo sapiens (Human),H3BP66
PPP2R2A,PPP2R2A,reviewed,Homo sapiens (Human),P63151
IARS2,IARS2,reviewed,Homo sapiens (Human),Q9NSE4
TRAPPC5,TRAPPC5,unreviewed,Homo sapiens (Human),M0QZQ8
RPS6,RPS6,unreviewed,Homo sapiens (Human),A2A3R7
MVP,MVP,unreviewed,Homo sapiens (Human),H3BRL2
SERPINC1,SERPINC1,unreviewed,Homo sapiens (Human),Q8TCE1
ERC1;ELKS;KIAA1081;RAB6IP2,ERC1,reviewed,Homo sapiens (Human),Q8IUD2
DENND10;FAM45A,DENND10,reviewed,Homo sapiens (Human),Q8TCE6
PHLDA1,PHLDA1,unreviewed,Homo sapiens (Human),R4GND3
AP2B1,AP2B1,unreviewed,Homo sapiens (Human),K7EN71
M6PR;MPR46;MPRD,M6PR,reviewed,Homo sapiens (Human),P20645
TTC38,TTC38,reviewed,Homo sapiens (Human),Q5R3I4
RNPEP,RNPEP,unreviewed,Homo sapiens (Human),A0A087WU27
SRPK2,SRPK2,reviewed,Homo sapiens (Human),P78362
IQGAP1,IQGAP1,unreviewed,Homo sapiens (Human),H0YKA5
FAM114A2,FAM114A2,unreviewed,Homo sapiens (Human),E5RK42
CDC27;ANAPC3;D0S1430E;D17S978E,CDC27,reviewed,Homo sapiens (Human),P30260
MAP1S,MAP1S,unreviewed,Homo sapiens (Human),M0QXQ9
TUSC3,TUSC3,unreviewed,Homo sapiens (Human),D6RDV0
PCDH18,PCDH18,unreviewed,Homo sapiens (Human),A0A087WTW3
SLC22A18,SLC22A18,unreviewed,Homo sapiens (Human),E9PRM7
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PRT6
RACGAP1,RACGAP1,unreviewed,Homo sapiens (Human),F8VV37
TAMM41;C3orf31;hCG_28045,TAMM41,unreviewed,Homo sapiens (Human),G3V0F3
MATR3,MATR3,unreviewed,Homo sapiens (Human),D6R991
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BU94
PYCR1,PYCR1,reviewed,Homo sapiens (Human),P32322
PRPF3;HPRP3;PRP3,PRPF3,reviewed,Homo sapiens (Human),O43395
SLC43A3;ENBT1;PSEC0252,SLC43A3,reviewed,Homo sapiens (Human),Q8NBI5
PLXND1,PLXND1,unreviewed,Homo sapiens (Human),H0YAB2
GALK1;GALK,GALK1,reviewed,Homo sapiens (Human),P51570
CD276,CD276,unreviewed,Homo sapiens (Human),H0YK59
EI24,EI24,unreviewed,Homo sapiens (Human),E9PS58
PCCA,PCCA,unreviewed,Homo sapiens (Human),A0A1B0GWA1
TGFBR2,TGFBR2,reviewed,Homo sapiens (Human),P37173
CUL2,CUL2,unreviewed,Homo sapiens (Human),Q5T2B7
ABHD12,ABHD12,unreviewed,Homo sapiens (Human),A0A5F9ZHQ0
NAE1;APPBP1;HPP1,NAE1,reviewed,Homo sapiens (Human),Q13564
NDUFB7,NDUFB7,reviewed,Homo sapiens (Human),P17568
KIF2C;KNSL6,KIF2C,reviewed,Homo sapiens (Human),Q99661
RHOC,RHOC,unreviewed,Homo sapiens (Human),Q5JR06
ATAD3A,ATAD3A,reviewed,Homo sapiens (Human),Q9NVI7
HLA-B,HLA-B,unreviewed,Homo sapiens (Human),A0A140TA13
NDUFS8,NDUFS8,unreviewed,Homo sapiens (Human),F8W9K7
OCIAD1,OCIAD1,unreviewed,Homo sapiens (Human),D6R9T5
ITGA3,ITGA3,unreviewed,Homo sapiens (Human),H0YA49
CST3,CST3,reviewed,Homo sapiens (Human),P01034
WDR61,WDR61,unreviewed,Homo sapiens (Human),H0YN81
ACAP2,ACAP2,unreviewed,Homo sapiens (Human),H7C3Q8
DHX16;DBP2;DDX16;KIAA0577;PRP2,DHX16,reviewed,Homo sapiens (Human),O60231
RARS1,RARS1,unreviewed,Homo sapiens (Human),E5RH09
LIN7A;MALS1;VELI1,LIN7A,reviewed,Homo sapiens (Human),O14910
COMT,COMT,unreviewed,Homo sapiens (Human),F8WBW9
NDRG1,NDRG1,unreviewed,Homo sapiens (Human),E5RJY1
MICAL2,MICAL2,unreviewed,Homo sapiens (Human),E9PRE0
TBCD;KIAA0988;SSD1;TFCD;PP1096,TBCD,reviewed,Homo sapiens (Human),Q9BTW9
RANBP1,RANBP1,reviewed,Homo sapiens (Human),P43487
OXSR1;KIAA1101;OSR1,OXSR1,reviewed,Homo sapiens (Human),O95747
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PRN5
ARHGAP12,ARHGAP12,unreviewed,Homo sapiens (Human),Q1RLN5
CHD3,CHD3,unreviewed,Homo sapiens (Human),A0A5F9ZHX5
RPS26,RPS26,reviewed,Homo sapiens (Human),P62854
DCTN3;DCTN22,DCTN3,reviewed,Homo sapiens (Human),O75935
RECQL,RECQL,unreviewed,Homo sapiens (Human),F5H3W0
ZC2HC1A;C8orf70;FAM164A;CGI-62,ZC2HC1A,reviewed,Homo sapiens (Human),Q96GY0
NF1,NF1,unreviewed,Homo sapiens (Human),J3KSB5
BSG,BSG,unreviewed,Homo sapiens (Human),A0A087WUV8
BZW1,BZW1,unreviewed,Homo sapiens (Human),H0Y503
PPM1B,PPM1B,unreviewed,Homo sapiens (Human),C9JIR6
EIF5,EIF5,unreviewed,Homo sapiens (Human),H0YK29
APEX1,APEX1,unreviewed,Homo sapiens (Human),G3V5M0
RAB18,RAB18,unreviewed,Homo sapiens (Human),Q5W0J0
ITSN1;ITSN;SH3D1A,ITSN1,reviewed,Homo sapiens (Human),Q15811
CPXM2;CPX2;UNQ676/PRO1310,CPXM2,reviewed,Homo sapiens (Human),Q8N436
PICALM,PICALM,unreviewed,Homo sapiens (Human),H0YE97
ATG7,ATG7,unreviewed,Homo sapiens (Human),C9J415
KIAA1191,KIAA1191,unreviewed,Homo sapiens (Human),D6RCE3
WDR7;KIAA0541;TRAG,WDR7,reviewed,Homo sapiens (Human),Q9Y4E6
GTF2F1,GTF2F1,unreviewed,Homo sapiens (Human),M0QXD6
ADGRA2,ADGRA2,unreviewed,Homo sapiens (Human),H7C1L1
DDX42,DDX42,reviewed,Homo sapiens (Human),Q86XP3
SRRM2;KIAA0324;SRL300;SRM300;HSPC075,SRRM2,reviewed,Homo sapiens (Human),Q9UQ35
CYBC1;C17orf62;hCG_30383,CYBC1,unreviewed,Homo sapiens (Human),H0Y2X1
RPRD1A,RPRD1A,unreviewed,Homo sapiens (Human),K7EP82
TXNDC9,TXNDC9,unreviewed,Homo sapiens (Human),F8WCJ3
WASHC2C,WASHC2C,unreviewed,Homo sapiens (Human),J3KP36
HMGN1,HMGN1,unreviewed,Homo sapiens (Human),F2Z2W6
PTPN9,PTPN9,unreviewed,Homo sapiens (Human),A0A0A0MR09
ACO2,ACO2,reviewed,Homo sapiens (Human),Q99798
CORO7,CORO7,unreviewed,Homo sapiens (Human),I3L1M1
DYNC1LI2,DYNC1LI2,unreviewed,Homo sapiens (Human),H3BUM4
NSF,NSF,unreviewed,Homo sapiens (Human),K7EQD6
MRPL3,MRPL3,unreviewed,Homo sapiens (Human),E7ETU7
HNRNPF,HNRNPF,unreviewed,Homo sapiens (Human),A0A1B0GW42
CBWD3;CBWD5;CBWD6,CBWD3,unreviewed,Homo sapiens (Human),Q5JTY2
WDR74,WDR74,unreviewed,Homo sapiens (Human),H0YFP2
PTMS,PTMS,reviewed,Homo sapiens (Human),P20962
RPL3,RPL3,unreviewed,Homo sapiens (Human),H7C3M2
NUP88,NUP88,reviewed,Homo sapiens (Human),Q99567
PPFIBP1,PPFIBP1,unreviewed,Homo sapiens (Human),F5H0E0
GABARAPL1;hCG_38151,GABARAPL1,unreviewed,Homo sapiens (Human),G3V1T7
G3BP1,G3BP1,unreviewed,Homo sapiens (Human),E5RI46
CNP,CNP,unreviewed,Homo sapiens (Human),K7ERZ0
RPS29,RPS29,unreviewed,Homo sapiens (Human),A0A2R8Y6P7
VPS35L,VPS35L,unreviewed,Homo sapiens (Human),H3BVG8
UBE2E1,UBE2E1,unreviewed,Homo sapiens (Human),H7C061
ARHGEF2,ARHGEF2,unreviewed,Homo sapiens (Human),Q5VY93
RPS6KA3,RPS6KA3,unreviewed,Homo sapiens (Human),B7ZB17
GCDH,GCDH,unreviewed,Homo sapiens (Human),K7EKH1
COMMD10,COMMD10,unreviewed,Homo sapiens (Human),H0Y9N4
COG2,COG2,unreviewed,Homo sapiens (Human),B7Z2Y2
PDP1;PDP;PPM2C,PDP1,reviewed,Homo sapiens (Human),Q9P0J1
TCEA1,TCEA1,unreviewed,Homo sapiens (Human),B7Z4S1
GPAA1,GPAA1,unreviewed,Homo sapiens (Human),E9PLG8
TBC1D9B;KIAA0676,TBC1D9B,reviewed,Homo sapiens (Human),Q66K14
ENSA,ENSA,unreviewed,Homo sapiens (Human),Q5T5H1
PSMB5,PSMB5,unreviewed,Homo sapiens (Human),H0YJM8
MPV17;hCG_23713,MPV17,unreviewed,Homo sapiens (Human),G5E9F5
SRRM1,SRRM1,unreviewed,Homo sapiens (Human),A9Z1X7
PRKAB2,PRKAB2,reviewed,Homo sapiens (Human),O43741
TRIM32;HT2A,TRIM32,reviewed,Homo sapiens (Human),Q13049
YWHAQ,YWHAQ,reviewed,Homo sapiens (Human),P27348
BCR,BCR,unreviewed,Homo sapiens (Human),H0Y554
NAXD;CARKD,NAXD,reviewed,Homo sapiens (Human),Q8IW45
YME1L1,YME1L1,unreviewed,Homo sapiens (Human),R4GNA5
ARMCX3;ALEX3;BM-017;UNQ2517/PRO6007,ARMCX3,reviewed,Homo sapiens (Human),Q9UH62
SELENBP1,SELENBP1,unreviewed,Homo sapiens (Human),A6PVX1
CDR2L;HUMPPA,CDR2L,reviewed,Homo sapiens (Human),Q86X02
ALG9,ALG9,unreviewed,Homo sapiens (Human),H0YCW6
NIT2;CUA002,NIT2,reviewed,Homo sapiens (Human),Q9NQR4
NDRG1,NDRG1,unreviewed,Homo sapiens (Human),E5RH82
SELENBP1;SBP,SELENBP1,reviewed,Homo sapiens (Human),Q13228
OXCT1,OXCT1,unreviewed,Homo sapiens (Human),E9PDW2
CSNK2A1,CSNK2A1,unreviewed,Homo sapiens (Human),V9GYW6
SRPRB;PSEC0230,SRPRB,reviewed,Homo sapiens (Human),Q9Y5M8
NOSIP,NOSIP,unreviewed,Homo sapiens (Human),A0A075B6F9
LPAR1,LPAR1,unreviewed,Homo sapiens (Human),Q6GPG7
ARMC9,ARMC9,unreviewed,Homo sapiens (Human),C9JW07
ABHD12,ABHD12,unreviewed,Homo sapiens (Human),Q5T712
SEC23B,SEC23B,unreviewed,Homo sapiens (Human),A0A2R8Y633
PIK3C3,PIK3C3,unreviewed,Homo sapiens (Human),A8MYT4
ELAC2,ELAC2,unreviewed,Homo sapiens (Human),H7C2I4
ZFR,ZFR,unreviewed,Homo sapiens (Human),H0Y8W1
TTC28,TTC28,unreviewed,Homo sapiens (Human),B0QYP5
ROCK1,ROCK1,reviewed,Homo sapiens (Human),Q13464
TNS2;KIAA1075;TENC1,TNS2,reviewed,Homo sapiens (Human),Q63HR2
PCMT1,PCMT1,unreviewed,Homo sapiens (Human),F8WDT3
HNMT,HNMT,reviewed,Homo sapiens (Human),P50135
TMEM185A,TMEM185A,unreviewed,Homo sapiens (Human),B7Z4G6
