Gene names,Gene names  (primary ),Status,Organism,Protein ID,Gene Names,Gene Names (primary),Reviewed
TRAPPC13,TRAPPC13,unreviewed,Homo sapiens (Human),D6RB83,,,
DCD;AIDD;DSEP,DCD,reviewed,Homo sapiens (Human),P81605,,,
UBE2Z,UBE2Z,unreviewed,Homo sapiens (Human),I3L4C5,,,
PRPSAP2,PRPSAP2,unreviewed,Homo sapiens (Human),C9JDH0,,,
XRCC1,XRCC1,reviewed,Homo sapiens (Human),P18887,,,
Fst,Fst,reviewed,Rattus norvegicus (Rat),P21674,,,
WNK1,WNK1,unreviewed,Homo sapiens (Human),F5GWT4,,,
THY1,THY1,unreviewed,Homo sapiens (Human),E9PNQ8,,,
PTDSS1;hCG_15747,PTDSS1,unreviewed,Homo sapiens (Human),J3KNR6,,,
RGD1561310,RGD1561310,unreviewed,Rattus norvegicus (Rat),D3ZTX8,,,
Frmd8,Frmd8,reviewed,Rattus norvegicus (Rat),Q5U2R3,,,
Rpl17,Rpl17,unreviewed,Rattus norvegicus (Rat),F1LZX7,,,
GANAB;G2AN;KIAA0088,GANAB,reviewed,Homo sapiens (Human),Q14697,,,
PIN1,PIN1,unreviewed,Homo sapiens (Human),K7EN45,,,
PSME3,PSME3,unreviewed,Homo sapiens (Human),K7EKR3,,,
HSD17B7;hCG_2024989,HSD17B7,unreviewed,Homo sapiens (Human),Q5T249,,,
GRWD1,GRWD1,unreviewed,Homo sapiens (Human),M0QX71,,,
SARS2,SARS2,unreviewed,Homo sapiens (Human),M0QX29,,,
ACSF3,ACSF3,unreviewed,Homo sapiens (Human),F5H362,,,
BUD31,BUD31,unreviewed,Homo sapiens (Human),C9JCD9,,,
KRI1,KRI1,unreviewed,Homo sapiens (Human),H0YFD2,,,
TMEM167A;TMEM167,TMEM167A,reviewed,Homo sapiens (Human),Q8TBQ9,,,
GOLGB1,GOLGB1,reviewed,Homo sapiens (Human),Q14789,,,
CYB5R3,CYB5R3,unreviewed,Homo sapiens (Human),B1AHF3,,,
Mfap1a,Mfap1a,unreviewed,Rattus norvegicus (Rat),D4ACM9,,,
GRB2,GRB2,unreviewed,Homo sapiens (Human),J3QRL5,,,
EDC4;HEDLS,EDC4,reviewed,Homo sapiens (Human),Q6P2E9,,,
Rps19,Rps19,reviewed,Rattus norvegicus (Rat),P17074,,,
CPSF7,CPSF7,reviewed,Homo sapiens (Human),Q8N684,,,
ACAP2,ACAP2,unreviewed,Homo sapiens (Human),A0A087X1H5,,,
ABI1,ABI1,unreviewed,Homo sapiens (Human),A0A0A0MRT6,,,
LDAH;C2orf43,LDAH,reviewed,Homo sapiens (Human),Q9H6V9,,,
DCUN1D1;hCG_17206,DCUN1D1,unreviewed,Homo sapiens (Human),C9JVE2,,,
CYGB;STAP,CYGB,reviewed,Homo sapiens (Human),Q8WWM9,,,
,,unreviewed,Homo sapiens (Human),B7ZB02,,,
RAB27B,RAB27B,unreviewed,Homo sapiens (Human),K7EJ38,,,
TPM1,TPM1,unreviewed,Homo sapiens (Human),H0YL42,,,
YIF1A,YIF1A,unreviewed,Homo sapiens (Human),E9PS11,,,
NOL11;L14,NOL11,reviewed,Homo sapiens (Human),Q9H8H0,,,
CBWD3,CBWD3,unreviewed,Homo sapiens (Human),A0A0A0MRU4,,,
GOSR2,GOSR2,unreviewed,Homo sapiens (Human),A0A1W2PQ38,,,
CSDE1,CSDE1,unreviewed,Homo sapiens (Human),E9PLD4,,,
SLC22A18;BWR1A;BWSCR1A;HET;IMPT1;ITM;ORCTL2;SLC22A1L;TSSC5,SLC22A18,reviewed,Homo sapiens (Human),Q96BI1,,,
LPCAT2,LPCAT2,unreviewed,Homo sapiens (Human),H3BU68,,,
USP19,USP19,unreviewed,Homo sapiens (Human),A0A0A0MR08,,,
SCYL1,SCYL1,unreviewed,Homo sapiens (Human),E9PPN3,,,
Myadm,Myadm,reviewed,Rattus norvegicus (Rat),Q6VBQ5,,,
USP10,USP10,unreviewed,Homo sapiens (Human),H3BVF1,,,
ANXA11,ANXA11,unreviewed,Homo sapiens (Human),H0Y6E1,,,
Rbbp5;Rbbp5_predicted;rCG_46477,Rbbp5,unreviewed,Rattus norvegicus (Rat),D3ZC01,,,
COPZ1,COPZ1,unreviewed,Homo sapiens (Human),F8VUC5,,,
PEA15,PEA15,reviewed,Homo sapiens (Human),Q15121,,,
STAT1,STAT1,unreviewed,Homo sapiens (Human),H7BZB5,,,
TRAPPC12,TRAPPC12,unreviewed,Homo sapiens (Human),H0Y550,,,
PRPF4;PRP4,PRPF4,reviewed,Homo sapiens (Human),O43172,,,
STK17B,STK17B,unreviewed,Homo sapiens (Human),U3KQF8,,,
NUB1;NYREN18;hCG_19587,NUB1,unreviewed,Homo sapiens (Human),H3BM14,,,
PPP3CC,PPP3CC,unreviewed,Homo sapiens (Human),E5RJH4,,,
SH3GL1;CNSA1;SH3D2B,SH3GL1,reviewed,Homo sapiens (Human),Q99961,,,
WIPI1;hCG_28468,WIPI1,unreviewed,Homo sapiens (Human),G5EA37,,,
FBLN1,FBLN1,unreviewed,Homo sapiens (Human),B1AHM6,,,
TDP1,TDP1,reviewed,Homo sapiens (Human),Q9NUW8,,,
MTMR1,MTMR1,unreviewed,Homo sapiens (Human),H7BZJ1,,,
ACTB,ACTB,unreviewed,Homo sapiens (Human),C9JUM1,,,
CNOT2,CNOT2,unreviewed,Homo sapiens (Human),F8VUB4,,,
ARFGAP2;ZNF289;hCG_1811553,ARFGAP2,unreviewed,Homo sapiens (Human),A0A0D9SF70,,,
AGAP3,AGAP3,unreviewed,Homo sapiens (Human),H7C4U6,,,
SLAIN2;KIAA1458,SLAIN2,reviewed,Homo sapiens (Human),Q9P270,,,
SPATS2L,SPATS2L,unreviewed,Homo sapiens (Human),F8VT91,,,
C15orf40,C15orf40,unreviewed,Homo sapiens (Human),H3BQZ5,,,
STAT1,STAT1,unreviewed,Homo sapiens (Human),E7ENM1,,,
Dck;rCG_60510,Dck,unreviewed,Rattus norvegicus (Rat),G3V6E9,,,
SRSF9,SRSF9,unreviewed,Homo sapiens (Human),H0YIB4,,,
TALDO1,TALDO1,unreviewed,Homo sapiens (Human),E9PKI8,,,
,,,,H3BV19,,,
CARHSP1,CARHSP1,unreviewed,Homo sapiens (Human),H3BNU9,,,
Srpk2;Srpk2_predicted;rCG_24322,Srpk2,unreviewed,Rattus norvegicus (Rat),B1WBT4,,,
P4HB;ERBA2L;PDI;PDIA1;PO4DB,P4HB,reviewed,Homo sapiens (Human),P07237,,,
ASCC1;CGI-18,ASCC1,reviewed,Homo sapiens (Human),Q8N9N2,,,
ZNF800,ZNF800,unreviewed,Homo sapiens (Human),A0A087WXB4,,,
,,,,A6NM32,,,
Hdhd2,Hdhd2,reviewed,Rattus norvegicus (Rat),Q6AYR6,,,
TNFAIP3,TNFAIP3,unreviewed,Homo sapiens (Human),D3TTY5,,,
DERL1,DERL1,unreviewed,Homo sapiens (Human),E5RGY0,,,
HLA-A,HLA-A,unreviewed,Homo sapiens (Human),Q5SRN5,,,
Elp3;rCG_52086,Elp3,unreviewed,Rattus norvegicus (Rat),D4ACM1,,,
CBWD5,CBWD5,unreviewed,Homo sapiens (Human),Q5RIB0,,,
PCNA,PCNA,reviewed,Homo sapiens (Human),P12004,,,
G3BP1,G3BP1,unreviewed,Homo sapiens (Human),E5RH42,,,
WASHC3,WASHC3,unreviewed,Homo sapiens (Human),F5GWI9,,,
NCALD,NCALD,unreviewed,Homo sapiens (Human),E5RIA5,,,
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2R8YFI6,,,
UMPS;OK/SW-cl.21,UMPS,reviewed,Homo sapiens (Human),P11172,,,
,,unreviewed,Rattus norvegicus (Rat),A0A0G2JU90,,,
ZMPSTE24;FACE1;STE24,ZMPSTE24,reviewed,Homo sapiens (Human),O75844,,,
DENND4C,DENND4C,unreviewed,Homo sapiens (Human),R4GMN2,,,
ROCK2,ROCK2,unreviewed,Homo sapiens (Human),Q14DU5,,,
ADAM10,ADAM10,unreviewed,Homo sapiens (Human),C9J9B4,,,
TOP2A,TOP2A,unreviewed,Homo sapiens (Human),J3QR57,,,
TRNT1,TRNT1,unreviewed,Homo sapiens (Human),F8W8C3,,,
Dck,Dck,reviewed,Rattus norvegicus (Rat),P48769,,,
CUL1,CUL1,unreviewed,Homo sapiens (Human),A0A590UJR3,,,
Prpf3,Prpf3,unreviewed,Rattus norvegicus (Rat),A0A0G2JTI7,,,
IKBKG,IKBKG,unreviewed,Homo sapiens (Human),A0A087WV30,,,
Poldip2,Poldip2,unreviewed,Rattus norvegicus (Rat),E9PT51,,,
Ube2k;Hip2_predicted;rCG_56935,Ube2k,unreviewed,Rattus norvegicus (Rat),D3ZXS8,,,
RPL10A;NEDD6,RPL10A,reviewed,Homo sapiens (Human),P62906,,,
IPO5,IPO5,unreviewed,Homo sapiens (Human),C9JZD8,,,
H1-2;H1F2;HIST1H1C,H1-2,reviewed,Homo sapiens (Human),P16403,,,
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YFE6,,,
LGMN,LGMN,unreviewed,Homo sapiens (Human),G3V3Z4,,,
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PR92,,,
PPAN-P2RY11;hCG_2039996,PPAN-P2RY11,unreviewed,Homo sapiens (Human),A0A0B4J1V8,,,
Atp6v1c1,Atp6v1c1,reviewed,Rattus norvegicus (Rat),Q5FVI6,,,
Ybx1,Ybx1,unreviewed,Rattus norvegicus (Rat),Q3ZAV2,,,
DBN1,DBN1,unreviewed,Homo sapiens (Human),D6R9Q9,,,
MBNL1;EXP;KIAA0428;MBNL,MBNL1,reviewed,Homo sapiens (Human),Q9NR56,,,
RARS2,RARS2,unreviewed,Homo sapiens (Human),H0Y450,,,
RALA,RALA,unreviewed,Homo sapiens (Human),H7C3P7,,,
,,unreviewed,Rattus norvegicus (Rat),D3ZWV1,,,
SNX2,SNX2,unreviewed,Homo sapiens (Human),D6RC15,,,
ARHGEF2,ARHGEF2,unreviewed,Homo sapiens (Human),V9GZ58,,,
RPS29,RPS29,unreviewed,Homo sapiens (Human),A0A087WTT6,,,
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PP57,,,
PRKCD,PRKCD,unreviewed,Homo sapiens (Human),A0A494C125,,,
YWHAE,YWHAE,unreviewed,Homo sapiens (Human),K7EM20,,,
DMD,DMD,unreviewed,Homo sapiens (Human),A0A5H1ZRQ1,,,
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0QYL3,,,
OTUD7B;RP11-212K13.2-003,OTUD7B,unreviewed,Homo sapiens (Human),Q5SZ59,,,
UHRF2;NIRF;RNF107,UHRF2,reviewed,Homo sapiens (Human),Q96PU4,,,
ACOT8,ACOT8,unreviewed,Homo sapiens (Human),E9PMC4,,,
DEK;hCG_36749,DEK,unreviewed,Homo sapiens (Human),H0Y993,,,
SNRPD1,SNRPD1,reviewed,Homo sapiens (Human),P62314,,,
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y5L4,,,
LOC102724159,LOC102724159,unreviewed,Homo sapiens (Human),A0A0B4J2E5,,,
CALR,CALR,unreviewed,Homo sapiens (Human),K7EJB9,,,
Nle1,Nle1,unreviewed,Rattus norvegicus (Rat),B2GV82,,,
FUS,FUS,unreviewed,Homo sapiens (Human),H3BPE7,,,
Fam49b;RGD1307697_predicted;rCG_59591,Fam49b,unreviewed,Rattus norvegicus (Rat),B2GUZ9,,,
NELFA,NELFA,unreviewed,Homo sapiens (Human),H7C2C7,,,
ZC3H7A,ZC3H7A,unreviewed,Homo sapiens (Human),I3L3F9,,,
LXN,LXN,reviewed,Homo sapiens (Human),Q9BS40,,,
SCRN2,SCRN2,unreviewed,Homo sapiens (Human),J3KS57,,,
FLNA;FLN;FLN1,FLNA,reviewed,Homo sapiens (Human),P21333,,,
TP53I11,TP53I11,unreviewed,Homo sapiens (Human),U3KQ32,,,
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),C9J668,,,
ACOT13;THEM2;HT012;PNAS-27,ACOT13,reviewed,Homo sapiens (Human),Q9NPJ3,,,
NOL10,NOL10,unreviewed,Homo sapiens (Human),H7C1Z3,,,
PDP1,PDP1,unreviewed,Homo sapiens (Human),E5RHB9,,,
SLC25A11;SLC20A4,SLC25A11,reviewed,Homo sapiens (Human),Q02978,,,
MRPL50,MRPL50,reviewed,Homo sapiens (Human),Q8N5N7,,,
SEC16A,SEC16A,unreviewed,Homo sapiens (Human),X6RGP5,,,
Arl1;Arf7,Arl1,reviewed,Rattus norvegicus (Rat),P61212,,,
MEAK7,MEAK7,unreviewed,Homo sapiens (Human),H3BPI4,,,
GLYR1,GLYR1,unreviewed,Homo sapiens (Human),K7ELL0,,,
OCIAD1,OCIAD1,unreviewed,Homo sapiens (Human),D6RBC5,,,
NOMO2,NOMO2,reviewed,Homo sapiens (Human),Q5JPE7,,,
QKI,QKI,unreviewed,Homo sapiens (Human),F5GXS8,,,
Nedd4l,Nedd4l,unreviewed,Rattus norvegicus (Rat),F1LRN8,,,
ABL1;ABL;JTK7,ABL1,reviewed,Homo sapiens (Human),P00519,,,
,,unreviewed,Rattus norvegicus (Rat),M0R866,,,
NOC4L,NOC4L,reviewed,Homo sapiens (Human),Q9BVI4,,,
,,,,A0A494C1C9,,,
SMAD5,SMAD5,unreviewed,Homo sapiens (Human),D6RIZ9,,,
ATP5PF;ATP5A;ATP5J;ATPM,ATP5PF,reviewed,Homo sapiens (Human),P18859,,,
SNW1,SNW1,unreviewed,Homo sapiens (Human),G3V3A4,,,
DDX19A,DDX19A,unreviewed,Homo sapiens (Human),H3BP50,,,
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),E9PKD3,,,
SPTAN1,SPTAN1,unreviewed,Homo sapiens (Human),A0A0D9SF54,,,
CPSF1;CPSF160,CPSF1,reviewed,Homo sapiens (Human),Q10570,,,
PAM,PAM,unreviewed,Homo sapiens (Human),H7BYD9,,,
PHLDB1,PHLDB1,unreviewed,Homo sapiens (Human),A0A087WTZ7,,,
MSH6,MSH6,unreviewed,Homo sapiens (Human),F8WAX8,,,
,,unreviewed,Rattus norvegicus (Rat),F1LVT8,,,
RTN3;ASYIP;NSPL2,RTN3,reviewed,Homo sapiens (Human),O95197,,,
LRRFIP1,LRRFIP1,unreviewed,Homo sapiens (Human),C9JTC6,,,
ABCB8;MABC1;MITOSUR,ABCB8,reviewed,Homo sapiens (Human),Q9NUT2,,,
RNF214,RNF214,unreviewed,Homo sapiens (Human),E9PN76,,,
EIF3L;EIF3EIP;EIF3S6IP;HSPC021;HSPC025;MSTP005,EIF3L,reviewed,Homo sapiens (Human),Q9Y262,,,
BET1,BET1,unreviewed,Homo sapiens (Human),A0A3B3IU16,,,
RPF2,RPF2,unreviewed,Homo sapiens (Human),U3KQN5,,,
PRKCA,PRKCA,unreviewed,Homo sapiens (Human),J3KRN5,,,
UBE2K,UBE2K,unreviewed,Homo sapiens (Human),D6RDM7,,,
CASP6;MCH2,CASP6,reviewed,Homo sapiens (Human),P55212,,,
SPATA20,SPATA20,reviewed,Homo sapiens (Human),Q8TB22,,,
EXOSC2;RRP4,EXOSC2,reviewed,Homo sapiens (Human),Q13868,,,
VRK1,VRK1,unreviewed,Homo sapiens (Human),H0YJJ9,,,
VKORC1;VKOR;MSTP134;MSTP576;UNQ308/PRO351,VKORC1,reviewed,Homo sapiens (Human),Q9BQB6,,,
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),A0A0B4J286,,,
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),A0A1B0GWJ2,,,
PPFIBP1;KIAA1230,PPFIBP1,reviewed,Homo sapiens (Human),Q86W92,,,
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3QL43,,,
Atp5f1e;Atp5e,Atp5f1e,reviewed,Rattus norvegicus (Rat),P29418,,,
SLC12A1,SLC12A1,unreviewed,Homo sapiens (Human),Q8IUN5,,,
RPL35A,RPL35A,unreviewed,Homo sapiens (Human),C9K025,,,
PRRC2C;BAT2D1;BAT2L2;KIAA1096;XTP2,PRRC2C,reviewed,Homo sapiens (Human),Q9Y520,,,
PTRH1,PTRH1,unreviewed,Homo sapiens (Human),A0A096LP22,,,
Dcun1d1,Dcun1d1,unreviewed,Rattus norvegicus (Rat),A0A0G2K8D6,,,
NPC2,NPC2,unreviewed,Homo sapiens (Human),G3V3D1,,,
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),H0Y2R3,,,
PDLIM2,PDLIM2,unreviewed,Homo sapiens (Human),C9JS55,,,
UGP2,UGP2,unreviewed,Homo sapiens (Human),E7EUC7,,,
Fabp5,Fabp5,reviewed,Rattus norvegicus (Rat),P55053,,,
VIRMA;KIAA1429;MSTP054,VIRMA,reviewed,Homo sapiens (Human),Q69YN4,,,
GSS,GSS,unreviewed,Homo sapiens (Human),A0A2R8Y4V9,,,
TSPAN4,TSPAN4,unreviewed,Homo sapiens (Human),J3KQ42,,,
PACS1;KIAA1175,PACS1,reviewed,Homo sapiens (Human),Q6VY07,,,
NOL6,NOL6,reviewed,Homo sapiens (Human),Q9H6R4,,,
Scaf8,Scaf8,unreviewed,Rattus norvegicus (Rat),F1LPT8,,,
MTSS2;MTSS1L,MTSS2,reviewed,Homo sapiens (Human),Q765P7,,,
UROS,UROS,unreviewed,Homo sapiens (Human),A0A087X021,,,
EHHADH,EHHADH,unreviewed,Homo sapiens (Human),C9JJE0,,,
RAB23;HSPC137,RAB23,reviewed,Homo sapiens (Human),Q9ULC3,,,
Epn2,Epn2,unreviewed,Rattus norvegicus (Rat),A0A0G2JXY9,,,
APBB2,APBB2,unreviewed,Homo sapiens (Human),D6RB55,,,
LANCL1,LANCL1,unreviewed,Homo sapiens (Human),H7C2E3,,,
TTC39B;C9orf52,TTC39B,reviewed,Homo sapiens (Human),Q5VTQ0,,,
C1R,C1R,unreviewed,Homo sapiens (Human),F5H1N6,,,
NEDD1,NEDD1,reviewed,Homo sapiens (Human),Q8NHV4,,,
IL6ST,IL6ST,unreviewed,Homo sapiens (Human),D6RH03,,,
WBP2,WBP2,unreviewed,Homo sapiens (Human),K7EIK1,,,
CYBC1,CYBC1,unreviewed,Homo sapiens (Human),J3KSJ5,,,
Ddx17;rCG_59754,Ddx17,unreviewed,Rattus norvegicus (Rat),A0A096MIX2,,,
MYL12A,MYL12A,unreviewed,Homo sapiens (Human),J3KTJ1,,,
RPLP1;RRP1,RPLP1,reviewed,Homo sapiens (Human),P05386,,,
SMPD4;KIAA1418;SKNY,SMPD4,reviewed,Homo sapiens (Human),Q9NXE4,,,
TMEM185A;FAM11A;hCG_1999996,TMEM185A,unreviewed,Homo sapiens (Human),B3KY49,,,
LRBA;BGL;CDC4L;LBA,LRBA,reviewed,Homo sapiens (Human),P50851,,,
IVD,IVD,unreviewed,Homo sapiens (Human),A0A0S2Z4K7,,,
ATP2B4;ATP2B2;MXRA1,ATP2B4,reviewed,Homo sapiens (Human),P23634,,,
SLC2A6,SLC2A6,unreviewed,Homo sapiens (Human),F2Z2F6,,,
PCDHGA6,PCDHGA6,reviewed,Homo sapiens (Human),Q9Y5G7,,,
USP7,USP7,unreviewed,Homo sapiens (Human),H3BUV0,,,
PRKAR1A,PRKAR1A,unreviewed,Homo sapiens (Human),K7EPB2,,,
GMPS,GMPS,reviewed,Homo sapiens (Human),P49915,,,
DBNL;CMAP;SH3P7;PP5423,DBNL,reviewed,Homo sapiens (Human),Q9UJU6,,,
EPB41L2,EPB41L2,unreviewed,Homo sapiens (Human),Q6R5J7,,,
UBR4;KIAA0462;KIAA1307;RBAF600;ZUBR1,UBR4,reviewed,Homo sapiens (Human),Q5T4S7,,,
ALDH1L1;FTHFD,ALDH1L1,reviewed,Homo sapiens (Human),O75891,,,
IP6K1,IP6K1,unreviewed,Homo sapiens (Human),C9JNA8,,,
,,unreviewed,Rattus norvegicus (Rat),F1M6B2,,,
STAT1,STAT1,unreviewed,Homo sapiens (Human),E7EPD2,,,
LARP7,LARP7,unreviewed,Homo sapiens (Human),D6RFF0,,,
Sfxn3;rCG_57532,Sfxn3,unreviewed,Rattus norvegicus (Rat),G3V804,,,
MVP,MVP,unreviewed,Homo sapiens (Human),H3BPZ2,,,
CDK5RAP3,CDK5RAP3,unreviewed,Homo sapiens (Human),J3KS63,,,
AP2B1,AP2B1,unreviewed,Homo sapiens (Human),A0A087WU93,,,
RWDD4;FAM28A;RWDD4A,RWDD4,reviewed,Homo sapiens (Human),Q6NW29,,,
ATRIP;AGS1,ATRIP,reviewed,Homo sapiens (Human),Q8WXE1,,,
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PP26,,,
ITPRID2;CS1;KIAA1927;KRAP;SSFA2,ITPRID2,reviewed,Homo sapiens (Human),P28290,,,
CALM2,CALM2,unreviewed,Homo sapiens (Human),E7EMB3,,,
PFKP,PFKP,unreviewed,Homo sapiens (Human),Q5VSR5,,,
,,,,A0A087X0A8,,,
GUK1,GUK1,unreviewed,Homo sapiens (Human),B1ANH5,,,
MYO1C,MYO1C,unreviewed,Homo sapiens (Human),I3L3F5,,,
GFUS,GFUS,unreviewed,Homo sapiens (Human),H0YE90,,,
CAPN2,CAPN2,unreviewed,Homo sapiens (Human),C9JWY7,,,
DPP8,DPP8,unreviewed,Homo sapiens (Human),H0YKA2,,,
Dctn1,Dctn1,reviewed,Rattus norvegicus (Rat),P28023,,,
CD81,CD81,unreviewed,Homo sapiens (Human),E9PIF1,,,
PRKAG1,PRKAG1,unreviewed,Homo sapiens (Human),F8VVA3,,,
MRPL13,MRPL13,unreviewed,Homo sapiens (Human),E5RFI2,,,
Washc4;RGD1309995,Washc4,unreviewed,Rattus norvegicus (Rat),D4A7I6,,,
DNAJC10,DNAJC10,unreviewed,Homo sapiens (Human),A0A494C1G5,,,
HPS5,HPS5,unreviewed,Homo sapiens (Human),F5H6Q8,,,
SMAD5,SMAD5,unreviewed,Homo sapiens (Human),H0YAK7,,,
Pik3ca,Pik3ca,reviewed,Rattus norvegicus (Rat),A0A0G2K344,,,
BIRC6,BIRC6,unreviewed,Homo sapiens (Human),H7C094,,,
,,,,E5RIZ6,,,
RPSA,RPSA,unreviewed,Homo sapiens (Human),F8WD59,,,
ITGAV,ITGAV,unreviewed,Homo sapiens (Human),H7BZG1,,,
LSM8;hCG_14869,LSM8,unreviewed,Homo sapiens (Human),C9JIZ0,,,
COPS7B,COPS7B,unreviewed,Homo sapiens (Human),J3QT95,,,
NSA2;TINP1;HUSSY-29,NSA2,reviewed,Homo sapiens (Human),O95478,,,
COPS2,COPS2,unreviewed,Homo sapiens (Human),H0YM03,,,
ATL3,ATL3,reviewed,Homo sapiens (Human),Q6DD88,,,
TMEM59,TMEM59,unreviewed,Homo sapiens (Human),Q5T704,,,
PSMC2,PSMC2,unreviewed,Homo sapiens (Human),C9JLS9,,,
RPS8,RPS8,unreviewed,Homo sapiens (Human),Q5JR95,,,
SCFD1,SCFD1,unreviewed,Homo sapiens (Human),H0YJS6,,,
PLCG1;PLC1,PLCG1,reviewed,Homo sapiens (Human),P19174,,,
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5H676,,,
SNUPN,SNUPN,unreviewed,Homo sapiens (Human),H3BRI5,,,
NUP93;KIAA0095,NUP93,reviewed,Homo sapiens (Human),Q8N1F7,,,
TBCE,TBCE,unreviewed,Homo sapiens (Human),A0A2R8YE82,,,
SFN;HME1,SFN,reviewed,Homo sapiens (Human),P31947,,,
PARVA;MXRA2,PARVA,reviewed,Homo sapiens (Human),Q9NVD7,,,
MOB3A,MOB3A,unreviewed,Homo sapiens (Human),K7ELS3,,,
MRPL3,MRPL3,unreviewed,Homo sapiens (Human),H0Y9G6,,,
PACSIN2,PACSIN2,reviewed,Homo sapiens (Human),Q9UNF0,,,
NRP1,NRP1,unreviewed,Homo sapiens (Human),E7EX60,,,
DDX5,DDX5,unreviewed,Homo sapiens (Human),J3KRZ1,,,
PTK2,PTK2,unreviewed,Homo sapiens (Human),E5RH48,,,
UGDH,UGDH,unreviewed,Homo sapiens (Human),E7ETF4,,,
NSFL1C,NSFL1C,unreviewed,Homo sapiens (Human),F2Z2K0,,,
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A0A0MSV9,,,
PPIP5K2,PPIP5K2,unreviewed,Homo sapiens (Human),D6RFG4,,,
RAB27A,RAB27A,unreviewed,Homo sapiens (Human),H3BUD9,,,
LPCAT1;AYTL2;PFAAP3,LPCAT1,reviewed,Homo sapiens (Human),Q8NF37,,,
SUN1,SUN1,unreviewed,Homo sapiens (Human),H7C2K3,,,
PRMT5,PRMT5,unreviewed,Homo sapiens (Human),G3V5T6,,,
ANXA6,ANXA6,unreviewed,Homo sapiens (Human),E5RJF5,,,
GIGYF2,GIGYF2,unreviewed,Homo sapiens (Human),C9JHW1,,,
SCPEP1,SCPEP1,unreviewed,Homo sapiens (Human),I3L4Z9,,,
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3KRJ8,,,
CDK5RAP3,CDK5RAP3,unreviewed,Homo sapiens (Human),J3QQY1,,,
GORASP2,GORASP2,unreviewed,Homo sapiens (Human),F8WEG2,,,
CMTR1,CMTR1,unreviewed,Homo sapiens (Human),H0YCQ1,,,
HLTF,HLTF,unreviewed,Homo sapiens (Human),H7C5K0,,,
CELF1;CUGBP1;hCG_25183,CELF1,unreviewed,Homo sapiens (Human),G5EA30,,,
EML3;hCG_20389,EML3,unreviewed,Homo sapiens (Human),B7WPE2,,,
DAG1,DAG1,reviewed,Homo sapiens (Human),Q14118,,,
SNX17,SNX17,unreviewed,Homo sapiens (Human),F8WAZ0,,,
GTPBP10,GTPBP10,unreviewed,Homo sapiens (Human),F8WBY0,,,
RPS19,RPS19,unreviewed,Homo sapiens (Human),M0QYF7,,,
CUL5,CUL5,unreviewed,Homo sapiens (Human),E9PP19,,,
SIL1,SIL1,unreviewed,Homo sapiens (Human),D6RIU8,,,
EML3,EML3,unreviewed,Homo sapiens (Human),H0Y3M3,,,
FARSA,FARSA,unreviewed,Homo sapiens (Human),K7ER16,,,
DCN,DCN,unreviewed,Homo sapiens (Human),H0YI87,,,
Cops8;Csn8,Cops8,reviewed,Rattus norvegicus (Rat),Q6P4Z9,,,
NME2;hCG_2001850,NME2,unreviewed,Homo sapiens (Human),F6XY72,,,
Gnb4,Gnb4,unreviewed,Rattus norvegicus (Rat),D4A752,,,
FADS3,FADS3,unreviewed,Homo sapiens (Human),E9PS00,,,
Psmb7,Psmb7,reviewed,Rattus norvegicus (Rat),Q9JHW0,,,
PNPT1,PNPT1,unreviewed,Homo sapiens (Human),H7C3C5,,,
MRRF,MRRF,unreviewed,Homo sapiens (Human),X6RDS5,,,
TBC1D13,TBC1D13,reviewed,Homo sapiens (Human),Q9NVG8,,,
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5GYL4,,,
Sms,Sms,unreviewed,Rattus norvegicus (Rat),Q3MIE9,,,
GSR,GSR,unreviewed,Homo sapiens (Human),H0YC68,,,
COL16A1,COL16A1,unreviewed,Homo sapiens (Human),H7C3F0,,,
EML1,EML1,unreviewed,Homo sapiens (Human),H0YJK4,,,
KIFBP,KIFBP,unreviewed,Homo sapiens (Human),A0A0D9SFK7,,,
Epn1,Epn1,reviewed,Rattus norvegicus (Rat),O88339,,,
NUDCD1;CML66,NUDCD1,reviewed,Homo sapiens (Human),Q96RS6,,,
PFDN1,PFDN1,unreviewed,Homo sapiens (Human),D6RGG5,,,
NDUFV1;UQOR1,NDUFV1,reviewed,Homo sapiens (Human),P49821,,,
NUP62,NUP62,unreviewed,Homo sapiens (Human),M0QXN5,,,
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZH70,,,
